contig	length	gc	case.fre	case.mean.depth	case.mean.cov	control.fre	control.mean.depth	control.mean.cov	annotation	human	Specy
k61_547	365	0.523287671232877	2	1.64352478904662	0.0970893625003769	93	1.48246978654624	0.0589668041282865	N	N	Klebsiella pneumoniae
k61_1712	905	0.531491712707182	2	1.52416572661461	0.0811469626018347	58	1.27230284698278	0.0402683333631709	N	N	Klebsiella pneumoniae
k61_437	451	0.625277161862528	1	0.53077975376197	0.0588235294117647	59	0.762681915382865	0.0403969935319923	N	N	Klebsiella pneumoniae
k61_274	244	0.586065573770492	2	0.22496145241394	0.0723208341228273	35	0.649985804162408	0.0305148871650609	N	N	Klebsiella pneumoniae
k61_1075	295	0.610169491525424	1	0.487276933245208	0.0583278255122274	44	0.784620437116082	0.035857826743586	N	N	Klebsiella pneumoniae
k61_142	323	0.529411764705882	2	0.573757240393834	0.0727174305304944	57	1.30928364486939	0.0456630661686491	N	N	Klebsiella pneumoniae
k61_642	337	0.543026706231454	1	0.119652406417112	0.0588235294117647	47	7.02313815823961	0.0404859869442766	N	N	Klebsiella pneumoniae
k61_305	204	0.387254901960784	1	0.282511210762332	0.0588235294117647	5	0.973356552060118	0.00551645601382206	N	N	Klebsiella pneumoniae
k61_602	672	0.569940476190476	2	0.588037189035821	0.0653969701575721	53	0.724974707892085	0.0353644123160056	N	N	Klebsiella pneumoniae
k61_427	221	0.393665158371041	1	0.350423437857634	0.0588235294117647	31	0.367599678755552	0.0292178648367463	N	N	Klebsiella pneumoniae
k61_824	211	0.454976303317536	1	0.583038034490905	0.0588235294117647	8	0.0620906039545642	0.00879928178698148	N	N	parainfluenza virus 5
k61_1609	272	0.474264705882353	1	0.585987261146497	0.0588235294117647	8	0.0609501626357159	0.0074158121796421	N	N	parainfluenza virus 5
k61_1309	277	0.55956678700361	2	0.361844950576564	0.0850684945782725	47	1.33450886249965	0.0398354897950172	N	N	Klebsiella pneumoniae
k61_565	254	0.55511811023622	1	0.665032679738565	0.0580973129992738	46	0.797953969730116	0.0370233691971847	N	N	Klebsiella pneumoniae
k61_1130	320	0.4125	5	0.574608454878645	0.180926125397395	459	0.50616190580539	0.252044791233316	N	N	NA
k61_1613	379	0.419525065963061	4	0.256412798076653	0.121584824357565	260	0.207089615963595	0.137661898216508	N	N	Oryx dammah
k61_1414	213	0.666666666666667	1	0.248474493531852	0.0588235294117647	37	0.556834164496379	0.0327150456478482	N	N	Klebsiella pneumoniae
k61_337	473	0.454545454545455	1	0.170576678608575	0.0588235294117647	1	0.0024043368192241	0.00119554124087107	N	N	Escherichia coli
k61_292	289	0.453287197231834	1	0.232315711094565	0.0588235294117647	52	9.95305543074742	0.0421620927926703	N	N	Klebsiella pneumoniae
k61_1084	232	0.568965517241379	2	0.212014919265261	0.0717960410162872	39	0.863115443234042	0.0352985545020771	N	N	Klebsiella pneumoniae
k61_146	200	0.565	1	0.403396505045533	0.0588235294117647	39	0.457942076912613	0.0341225107262242	N	N	Klebsiella pneumoniae
k61_1459	2471	0.499797652772157	2	1.78351974122055	0.0791981597108117	164	1.16305258480565	0.050454383934344	N	N	Klebsiella pneumoniae
k61_1510	262	0.370229007633588	2	0.406659267480578	0.0759156492785794	54	0.983914398599222	0.0423807732159737	N	N	Klebsiella pneumoniae
k61_874	275	0.425454545454545	1	0.502788271271811	0.0588235294117647	3	0.0246649044141488	0.00325164913425592	N	N	Human respiratory syncytial virus B
k61_1738	2220	0.515315315315315	5	2.63854236999884	0.0892708487444351	213	1.39122911715436	0.0565634351413708	N	N	Klebsiella pneumoniae
k61_546	371	0.574123989218329	2	0.391063461755581	0.0699905630701478	47	1.03196499852329	0.0389955110604595	N	N	Klebsiella pneumoniae
k61_524	243	0.349794238683128	1	0.202467503855475	0.0583829037232871	14	0.0323474269249084	0.00930860068473219	N	N	Pichia kudriavzevii
k61_1353	267	0.588014981273408	2	0.398368681300689	0.0895942715553469	74	1.21585169264889	0.0513500478108256	N	N	Klebsiella pneumoniae
k61_162	220	0.595454545454545	2	0.32078331332533	0.0982142857142857	55	0.87243887504104	0.0420174096886708	N	N	Klebsiella pneumoniae
k61_1683	552	0.438405797101449	4	0.905615544467824	0.178113373537034	491	0.543094607934126	0.206682402938093	N	N	Salvelinus sp. IW2-2015
k61_1107	409	0.464547677261614	5	0.679927216836782	0.18619151084848	450	0.50495181860392	0.203382283463011	N	N	NA
k61_1307	213	0.582159624413146	2	0.161053877284891	0.0838652357347657	55	0.914844890995787	0.0411577272121002	N	N	Klebsiella pneumoniae
k61_218	439	0.621867881548975	1	0.617543496271747	0.0588235294117647	45	1.08369881148682	0.0375608968012704	N	N	Klebsiella pneumoniae
k61_1419	219	0.593607305936073	2	0.558648823354706	0.0792262851086381	36	0.536963191272972	0.0332707692079776	N	N	Klebsiella pneumoniae
k61_1140	241	0.618257261410788	1	0.426623244453491	0.0588235294117647	36	1.00887330943293	0.0364563391531654	N	N	Klebsiella pneumoniae
k61_65	214	0.47196261682243	1	0.331685615422639	0.0588235294117647	1	0.00412715870397218	0.00113316335882951	N	N	Caudoviricetes sp.
k61_189	201	0.557213930348259	1	0.451706608569354	0.0588235294117647	49	0.684665348741761	0.0409816015820793	N	N	Klebsiella pneumoniae
k61_1165	640	0.5125	2	1.4559753060437	0.0728682170542636	72	1.27825588585848	0.0473112092454428	N	N	Klebsiella pneumoniae
k61_869	395	0.463291139240506	5	0.803204532552559	0.186859525760432	439	0.460672440569459	0.202818615801409	N	N	NA
k61_1452	209	0.602870813397129	1	0.366935483870968	0.0543168880455408	36	0.79267482761628	0.0326781602427158	N	N	Klebsiella pneumoniae
k61_1316	344	0.351744186046512	1	0.693498452012382	0.0588235294117647	7	0.0812680003637	0.00824657494975359	N	N	parainfluenza virus 5
k61_597	244	0.471311475409836	3	0.391598096302572	0.0966221629319825	398	0.446112826767571	0.22209035392533	N	N	Hylobates moloch
k61_170	1243	0.389380530973451	1	3.17127355796688	0.0587664191890348	40	0.118174795761694	0.0119641463781691	N	N	Saccharomyces cerevisiae
k61_1258	222	0.405405405405405	4	0.234714542108819	0.122037612930068	230	0.219879929984279	0.145026162133859	N	N	Bradybaena similaris
k61_1029	212	0.5	1	0.105291431641149	0.0588235294117647	1	0.00261279034265718	0.000957044552478921	N	N	Caudoviricetes sp.
k61_356	318	0.342767295597484	1	0.749654430962988	0.0588235294117647	12	1.1766304164707	0.0072389591162734	N	N	Human respiratory syncytial virus B
k61_562	497	0.480885311871227	4	0.896451690628398	0.171519652059377	255	0.386608679002319	0.14247638240951	N	N	NA
k61_1241	214	0.602803738317757	1	0.425305216426194	0.0583795782463929	39	0.58939959180825	0.0341825355482371	N	N	Klebsiella pneumoniae
k61_1618	262	0.454198473282443	2	0.471060295245731	0.0865952328886945	58	1.02283544177336	0.0479413682962688	N	N	Klebsiella pneumoniae
k61_1446	259	0.471042471042471	3	0.381000253442595	0.146723384800402	182	0.155473356591565	0.0922831864809693	N	N	NA
k61_537	250	0.604	1	0.266472666805238	0.0588235294117647	50	0.87098231312497	0.0406525162951287	N	N	Klebsiella pneumoniae
k61_1146	308	0.600649350649351	1	0.191754043006931	0.0588235294117647	49	10.1992411512191	0.0428972188549339	N	N	Klebsiella pneumoniae
k61_723	200	0.555	1	0.395135269297592	0.0588235294117647	48	0.883272831369637	0.0385553052079816	N	N	Klebsiella pneumoniae
k61_1596	225	0.493333333333333	2	0.559657905715478	0.0780141843971631	30	0.480479156434203	0.0190446864588914	N	N	Klebsiella pneumoniae
k61_417	935	0.607486631016043	2	0.726853397840314	0.072811290121144	71	0.972196174312875	0.0411082343254226	N	N	Klebsiella pneumoniae
k61_773	299	0.595317725752508	1	0.490956493400684	0.0588235294117647	45	0.84294150001239	0.0373573348361713	N	N	Klebsiella pneumoniae
k61_300	200	0.475	3	0.329350934858704	0.147884652684471	316	0.257654585133725	0.169542890427067	N	N	Lampetra fluviatilis
k61_1426	278	0.471223021582734	1	0.177467597208375	0.0588235294117647	1	0.00145369565317398	0.000938461750783201	N	N	Caudoviricetes sp.
k61_1523	2334	0.417309340188518	2	159.243033938484	0.115485675538227	109	16.7900232336765	0.0676864392122363	N	N	Influenza A virus
k61_617	453	0.401766004415011	1	0.766248794599806	0.0588235294117647	19	0.0457641306152978	0.00856825899877718	N	N	NA
k61_1483	1046	0.569789674952199	2	0.677602878735969	0.0631413671283575	66	0.706460226905763	0.0395148501866609	N	N	Klebsiella pneumoniae
k61_1329	282	0.50354609929078	1	0.379065221254665	0.0588235294117647	41	0.663510792745934	0.0353482074913276	N	N	Klebsiella pneumoniae
k61_1190	489	0.388548057259714	1	0.409870388833499	0.0588235294117647	21	0.0424074376830355	0.00941394487804884	N	N	Saccharomyces uvarum
k61_202	335	0.423880597014925	1	0.616045428072218	0.0580955154338963	71	12.388255169758	0.0696522091126616	N	N	Corynebacterium striatum
k61_1656	280	0.510714285714286	1	0.158567774936061	0.0562659846547315	1	0.00410215352298799	0.00125690328301416	N	N	Caudoviricetes sp.
k61_230	251	0.593625498007968	1	0.529601518026565	0.0588235294117647	44	0.867987444665857	0.0381194475493657	N	N	Klebsiella pneumoniae
k61_1266	256	0.42578125	1	0.279569892473118	0.0588235294117647	1	0.00506755974300894	0.00129236669862842	N	N	Caudoviricetes sp.
k61_1257	1184	0.53125	2	2.02986827885883	0.0737143138898476	83	1.42258532317469	0.0424745101455087	N	N	Klebsiella pneumoniae
k61_387	369	0.390243902439024	5	0.581641029167742	0.219048642426166	296	0.72435889531806	0.253308526477096	N	N	Lampetra fluviatilis
k61_175	330	0.627272727272727	1	0.522457258765575	0.0588235294117647	44	0.896580392394422	0.0379567233921584	N	N	Klebsiella pneumoniae
k61_456	229	0.432314410480349	1	0.898903290129612	0.0578265204386839	16	0.0556466747928984	0.010065766346447	N	N	Candida albicans
k61_619	211	0.417061611374408	3	0.190432351916204	0.105074881742334	238	0.225746232380835	0.145040750499498	N	N	Halichoerus grypus
k61_422	213	0.356807511737089	1	1.18740573152338	0.0588235294117647	19	0.138464357244943	0.0136745822231369	N	N	Diabrotica virgifera virgifera
k61_973	313	0.370607028753994	1	0.411150360927661	0.0588235294117647	16	0.0521583034520207	0.00954363691434416	N	N	Panonychus citri
k61_1669	354	0.378531073446328	1	0.766469328630812	0.0588235294117647	2	0.019751159996999	0.00234004097734883	N	N	Klebsiella pneumoniae
k61_852	421	0.498812351543943	4	0.609717487867086	0.160904571717907	434	0.438060754079417	0.227641399742307	N	N	NA
k61_374	262	0.595419847328244	4	0.176270900096922	0.129100792735097	220	0.202659895265663	0.132272832880384	N	N	Eptesicus fuscus
k61_1667	523	0.319311663479924	1	0.776190058735865	0.0588235294117647	14	0.0456253386722894	0.00588150948516934	N	N	Oreochromis aureus
k61_1377	308	0.590909090909091	2	0.368234158216447	0.0728201248344997	46	1.13389162952248	0.0393301469869942	N	N	Klebsiella pneumoniae
k61_1410	292	0.458904109589041	1	0.503060183611017	0.0588235294117647	8	0.0736919679968858	0.00826895109768285	N	N	parainfluenza virus 5
k61_902	286	0.601398601398601	2	0.387028203789414	0.0744962344799512	41	0.712478454311543	0.0344292447250978	N	N	Klebsiella pneumoniae
k61_488	211	0.436018957345972	3	0.527815258546858	0.156390732865126	284	0.329729611848624	0.153102295254036	N	N	NA
k61_709	218	0.334862385321101	4	1.13398283011756	0.182674141719542	192	0.608168669058585	0.122858116654513	N	N	NA
k61_793	210	0.638095238095238	1	0.239064856711915	0.0588235294117647	33	0.900634108696176	0.0310146794922396	N	N	Klebsiella pneumoniae
k61_1545	281	0.455516014234875	3	0.165293446124637	0.0939076036520545	228	0.200212175845024	0.134400823027724	N	N	Notamacropus eugenii
k61_1710	267	0.573033707865168	2	0.54354551204646	0.0745098039215687	45	0.909622796254567	0.0387458921849833	N	N	Klebsiella pneumoniae
k61_728	225	0.502222222222222	2	1.53733464677737	0.0781546111267474	57	1.13414638863813	0.0482139906087333	N	N	Klebsiella pneumoniae
k61_1745	305	0.508196721311475	1	0.823958780592529	0.0588235294117647	51	1.33473427613146	0.0435588203332085	N	N	Klebsiella pneumoniae
k61_1634	662	0.623867069486405	1	0.940655908381053	0.0588235294117647	53	0.725426518924461	0.0343694754872398	N	N	Klebsiella pneumoniae
k61_228	1371	0.37928519328957	1	1.04233066188074	0.0588235294117647	27	0.0517236463190794	0.00775704014833977	N	N	synthetic construct
k61_848	269	0.353159851301115	1	0.333459428787592	0.0588235294117647	14	0.0461693857069517	0.00895697945375583	N	N	Saccharomyces cerevisiae
k61_291	268	0.611940298507463	1	0.369479421161436	0.0588235294117647	44	0.812125658019838	0.034891886513878	N	N	Klebsiella pneumoniae
k61_932	739	0.374830852503383	5	0.675634904070922	0.193903954024421	570	0.56473610856473	0.280020960237327	N	N	NA
k61_816	302	0.274834437086093	1	0.450326797385621	0.0584967320261438	7	0.0287948525752839	0.00443964190393485	N	N	Saccharomyces cerevisiae
k61_1642	242	0.533057851239669	2	0.284752395276292	0.102391098484848	48	0.915681188820475	0.0389572114810807	N	N	Klebsiella pneumoniae
k61_87	216	0.449074074074074	5	1.01437951606435	0.199025867808431	488	1.03392785424641	0.373410324691819	N	N	NA
k61_1295	1063	0.564440263405456	2	0.793457731949428	0.0630725085531398	64	0.975640277431686	0.0396206769969123	N	N	Klebsiella pneumoniae
k61_360	305	0.344262295081967	1	0.527677022551648	0.0588235294117647	10	0.0342179956673925	0.00667360658012825	N	N	Candida metapsilosis
k61_1132	213	0.544600938967136	1	0.277656741709029	0.0588235294117647	38	0.998215157312833	0.0368744184977907	N	N	Klebsiella pneumoniae
k61_191	544	0.558823529411765	2	0.432782892816513	0.0671039896763093	57	0.874980863805706	0.0394746616916852	N	N	Klebsiella pneumoniae
k61_743	212	0.632075471698113	2	0.287603521578467	0.079890560875513	58	0.825206329384736	0.0462065519317533	N	N	Klebsiella pneumoniae
k61_254	255	0.403921568627451	1	0.441366223908918	0.0588235294117647	14	0.038683444444254	0.0080072920646164	N	N	Saccharomyces cerevisiae
k61_1280	229	0.388646288209607	1	0.516896120150188	0.0584063412599082	12	0.0595327048969071	0.00879438152388808	N	N	Candida albicans
k61_1089	304	0.588815789473684	1	0.147514114004735	0.0588235294117647	31	1.87999064563048	0.0304611690796839	N	N	Klebsiella pneumoniae
k61_494	401	0.576059850374065	2	0.72594137473501	0.0782381918284555	54	0.987841110066179	0.0404858453085105	N	N	Klebsiella pneumoniae
k61_1495	324	0.614197530864197	1	0.495110576199789	0.0588235294117647	47	1.1450235456542	0.0396590150424164	N	N	Klebsiella pneumoniae
k61_1711	395	0.579746835443038	2	0.612054136395594	0.0814705882352941	59	1.14799336611783	0.0451844027265778	N	N	Klebsiella pneumoniae
k61_106	207	0.570048309178744	1	0.172153264975715	0.0588235294117647	38	8.88943164076755	0.0403699846259277	N	N	Klebsiella pneumoniae
k61_1366	256	0.484375	1	0.294533361047599	0.0588235294117647	1	0.00366226812009945	0.00120481927710843	N	N	Caudoviricetes sp.
k61_293	205	0.453658536585366	3	0.970037733664731	0.159183811256607	191	0.451883021266906	0.133355766343974	N	N	NA
k61_1652	229	0.519650655021834	1	0.360157445877979	0.0588235294117647	36	0.97427518092311	0.0360771979654632	N	N	Klebsiella pneumoniae
k61_1466	244	0.565573770491803	2	0.312114845938375	0.0957749766573296	41	0.965984312243003	0.037450058089469	N	N	NA
k61_1664	738	0.434959349593496	4	0.859335571839729	0.185348603952901	279	0.404540766992917	0.143680037335258	N	N	NA
k61_1100	300	0.513333333333333	2	0.566792036950877	0.0842815814850531	49	1.05119590415415	0.0402377844475422	N	N	Klebsiella pneumoniae
k61_128	679	0.56259204712813	2	0.775604214521121	0.0652713971836612	67	0.999782195135104	0.0415722295240668	N	N	Klebsiella pneumoniae
k61_329	460	0.415217391304348	3	0.811980615868742	0.162279836255211	422	0.474297149791655	0.179319313300587	N	N	NA
k61_424	303	0.468646864686469	4	0.533647427740097	0.173898894393462	404	0.420739031654784	0.208926112197482	N	N	NA
k61_1614	226	0.597345132743363	2	0.601033997381731	0.0786893704850361	38	0.69558217143845	0.0325905377661725	N	N	Klebsiella pneumoniae
k61_1584	224	0.370535714285714	1	0.179643641689041	0.0588235294117647	1	0.00302587761514378	0.0011727350172038	N	N	Caudoviricetes sp.
k61_173	348	0.548850574712644	1	0.462361168243521	0.0588235294117647	44	0.620284100157576	0.0341993730237532	N	N	Klebsiella pneumoniae
k61_569	807	0.34820322180917	1	0.616087129162176	0.0588235294117647	17	0.033717562157331	0.00684076839024239	N	N	Candidozyma auris
k61_1229	1414	0.395332390381895	1	2.08137912883274	0.0588235294117647	26	0.0800831639605908	0.00811976203213392	N	N	Candida albicans
k61_834	326	0.319018404907975	1	0.469841743804121	0.0588235294117647	15	0.0790576152376887	0.00798796052337457	N	N	Priceomyces carsonii
k61_1168	296	0.472972972972973	4	0.582734776344489	0.173264593973536	454	0.453549464982413	0.239171710046279	N	N	NA
k61_25	341	0.164222873900293	6	3.37433494122033	0.236841471683457	598	6.83153384310155	0.533178752535749	N	N	Escherichia coli
k61_1443	209	0.411483253588517	1	0.437908496732026	0.0588235294117647	14	0.0452923306319071	0.0101880252706706	N	N	Saccharomyces uvarum
k61_1629	574	0.571428571428571	1	0.764475201845441	0.0586697424067666	84	1.1086385596763	0.0444183570953217	N	N	Klebsiella pneumoniae
k61_204	322	0.543478260869565	2	0.483187988482106	0.0727601809954751	54	1.47325957555787	0.0443274512465184	N	N	Klebsiella pneumoniae
k61_1505	285	0.585964912280702	2	0.348292680526026	0.0745506535947712	53	0.938849098584779	0.0414152049450791	N	N	NA
k61_452	220	0.563636363636364	2	0.271296030607365	0.0980392156862745	51	0.976313581847727	0.0417912026426408	N	N	Klebsiella pneumoniae
k61_785	200	0.615	1	0.335424836601307	0.0588235294117647	37	0.882251735759245	0.0326607960553061	N	N	Klebsiella pneumoniae
k61_1298	220	0.4	3	0.911684765781133	0.157344343821739	354	0.61982790003717	0.224839048703496	N	N	NA
k61_704	216	0.541666666666667	2	0.324078387010913	0.09981368112856	40	0.884159045274353	0.0363682438944587	N	N	Klebsiella pneumoniae
k61_460	217	0.543778801843318	1	0.466562290315366	0.0588235294117647	55	1.0009807815409	0.0443333146566242	N	N	Klebsiella pneumoniae
k61_574	577	0.532062391681109	2	0.71087566354495	0.0663981917051486	76	1.76411524472761	0.0540674852871387	N	N	Klebsiella pneumoniae
k61_518	214	0.570093457943925	2	0.73830984006506	0.079696394686907	46	0.693128555822658	0.0395534870297416	N	N	Klebsiella pneumoniae
k61_172	210	0.633333333333333	1	0.307768677091089	0.0588235294117647	32	0.539217952890062	0.0318616257674218	N	N	Klebsiella pneumoniae
k61_112	235	0.51063829787234	2	0.194806964008392	0.0778546712802768	39	1.30909852124721	0.0395962675764501	N	N	Klebsiella pneumoniae
k61_361	258	0.248062015503876	1	2.49228305183459	0.0563482818870122	15	0.122474699184589	0.00916779840988464	N	N	Chanodichthys erythropterus
k61_868	427	0.566744730679157	1	1.14337021937488	0.0588235294117647	67	1.26399208817132	0.0479844903114515	N	N	Klebsiella pneumoniae
k61_39	316	0.518987341772152	2	0.706798403454819	0.0730223123732252	59	0.928858932326476	0.0428891126612181	N	N	Klebsiella pneumoniae
k61_1691	218	0.577981651376147	1	0.353863898500576	0.0588235294117647	40	0.781761014340631	0.0351575826883981	N	N	Klebsiella pneumoniae
k61_462	517	0.410058027079304	1	0.459010270774976	0.0588235294117647	17	0.0369894460482344	0.00753091973385877	N	N	Saccharomyces cerevisiae
k61_754	263	0.520912547528517	2	0.236009010345711	0.0912095175148711	49	0.619330473500946	0.0390023149638014	N	N	Klebsiella pneumoniae
k61_1021	405	0.65679012345679	1	0.459372389929603	0.0588235294117647	47	0.753119436435957	0.0362570771282898	N	N	Klebsiella pneumoniae
k61_591	586	0.537542662116041	2	1.1215934253264	0.0672837662983975	56	1.02896719345641	0.0404283005785114	N	N	Klebsiella pneumoniae
k61_1663	215	0.516279069767442	2	1.77254492222421	0.0958508403361345	40	1.2469254839491	0.039865021452112	N	N	Klebsiella pneumoniae
k61_961	238	0.563025210084034	2	0.337807238145386	0.077617769099341	42	0.649502111760398	0.0358503631175761	N	N	Klebsiella pneumoniae
k61_151	972	0.3940329218107	1	3.56353611742353	0.0588235294117647	9	0.454040461907195	0.0107427660843081	N	N	Morbillivirus canis
k61_225	209	0.564593301435407	2	0.361341140229677	0.080188679245283	37	0.864737545669331	0.0351960412428937	N	N	Klebsiella pneumoniae
k61_1520	284	0.580985915492958	2	0.260737462766972	0.0801953999592916	53	0.963178441312143	0.0401138707721448	N	N	Klebsiella pneumoniae
k61_1203	259	0.61003861003861	2	0.229415147843096	0.0757084596883823	47	1.02418482836009	0.0403350821779245	N	N	Klebsiella pneumoniae
k61_275	856	0.327102803738318	1	1.95814821396837	0.0588235294117647	20	0.0641605185169561	0.00639475171962363	N	N	Saccharomyces cerevisiae
k61_1717	885	0.423728813559322	2	191.812065490712	0.115373953539946	89	12.0608134702052	0.046221081606712	N	N	NA
k61_90	371	0.549865229110512	1	0.865967228574794	0.0588235294117647	58	1.08126903677874	0.0441852451443243	N	N	Klebsiella pneumoniae
k61_362	255	0.603921568627451	1	0.274307661208814	0.0588235294117647	34	0.551006392431239	0.0317057735588062	N	N	Klebsiella pneumoniae
k61_1341	345	0.536231884057971	2	0.468738529894716	0.0718390804597701	44	0.845089669190165	0.0376738772527934	N	N	Klebsiella pneumoniae
k61_1022	224	0.5625	1	0.414792387543252	0.0588235294117647	45	0.754569918828101	0.037060042757895	N	N	Klebsiella pneumoniae
k61_1218	272	0.507352941176471	1	0.366259711431743	0.0588235294117647	38	0.740952401493519	0.0338499598666957	N	N	Klebsiella pneumoniae
k61_673	213	0.605633802816901	1	0.376100046317739	0.0588235294117647	37	0.502950335564918	0.0330285761696491	N	N	Klebsiella pneumoniae
k61_1052	384	0.442708333333333	1	0.617456485834077	0.0588235294117647	8	0.0589145682425272	0.00832601618804162	N	N	parainfluenza virus 5
k61_1208	219	0.484018264840183	4	0.476260795926851	0.154626176329253	174	0.194561849604583	0.105338877041191	N	N	NA
k61_893	415	0.583132530120482	1	0.526131221719457	0.0588235294117647	118	1.41579053024247	0.0596802544881947	N	N	Klebsiella pneumoniae
k61_255	213	0.455399061032864	3	0.432916175252451	0.156836725223903	326	0.327372398306956	0.180323202227684	N	N	NA
k61_1289	469	0.5863539445629	2	0.375009118230625	0.102129653944911	47	1.02118651909815	0.0387509058379573	N	N	Klebsiella pneumoniae
k61_1517	690	0.550724637681159	2	0.632798984341938	0.0716561271990811	75	1.3357597442693	0.0456923603355674	N	N	Klebsiella pneumoniae
k61_919	686	0.575801749271137	1	0.535765525722484	0.0588235294117647	67	1.02791089212233	0.0413808669449949	N	N	Klebsiella pneumoniae
k61_914	216	0.518518518518518	2	0.466667483702685	0.0795057749127048	41	1.00204133066716	0.0362748648165313	N	N	Klebsiella pneumoniae
k61_1103	407	0.447174447174447	1	0.740631808278865	0.0584967320261438	13	0.0425405847585264	0.00682935618585045	N	N	Candidozyma auris
k61_1105	239	0.451882845188285	3	0.608475686138202	0.145154334239779	283	0.405521077218818	0.147269641323208	N	N	Lampetra fluviatilis
k61_1442	3724	0.549677765843179	4	1.41361631959948	0.0725150564516979	245	1.8379461734658	0.0603124522701704	N	N	Klebsiella pneumoniae
k61_722	241	0.45643153526971	1	0.491668339690825	0.0588235294117647	43	0.0967797398758671	0.0186805339142297	N	N	Candidozyma auris
k61_500	329	0.419452887537994	1	0.781966307649818	0.0588235294117647	2	0.0207049686580842	0.00250162661820466	N	N	Klebsiella pneumoniae
k61_481	278	0.525179856115108	2	0.577832605899414	0.0749424324890098	42	1.10063023172097	0.0384495470781021	N	N	Klebsiella pneumoniae
k61_98	401	0.448877805486284	4	2.87465501419886	0.186654344122454	513	1.76996944505753	0.353685670780284	N	N	NA
k61_1212	345	0.568115942028986	1	0.348293391430646	0.0588235294117647	43	0.743077121626178	0.0347320091049287	N	N	Klebsiella pneumoniae
k61_1213	234	0.542735042735043	1	0.485344653325248	0.0588235294117647	68	1.34402803473022	0.0529394028939363	N	N	Klebsiella pneumoniae
k61_1439	371	0.353099730458221	1	1.26364408579316	0.0588235294117647	23	0.0848632974514007	0.0121005423128929	N	N	Saccharomyces cerevisiae
k61_195	224	0.450892857142857	3	0.518666596703214	0.15312274206711	194	0.351962400355359	0.120096049858423	N	N	NA
k61_577	374	0.31283422459893	1	2.12012383900929	0.0581011351909185	18	0.252906665919171	0.0102157621968347	N	N	Ixodes confusus
k61_803	222	0.427927927927928	3	0.739316190692911	0.145757610235935	222	0.363203487998645	0.122760350427698	N	N	NA
k61_287	250	0.492	4	0.325790101371497	0.176167175277982	250	0.27882085674982	0.162256535872715	N	N	Cebus imitator
k61_801	296	0.385135135135135	1	0.465451532725766	0.0588235294117647	9	0.0242459513410108	0.00605494001991041	N	N	Candida albicans
k61_1742	322	0.596273291925466	1	0.479510055950401	0.0588235294117647	38	0.691723659204757	0.0335697566020281	N	N	Klebsiella pneumoniae
k61_650	256	0.40625	1	0.175381263616558	0.0588235294117647	35	1.61120567585393	0.033208410996624	N	N	Klebsiella pneumoniae
k61_720	1286	0.53343701399689	2	0.982757408126771	0.0654759192600355	89	1.39148537377794	0.0449899197024727	N	N	Klebsiella pneumoniae
k61_1214	223	0.457399103139013	2	0.216014797506951	0.0921974534272974	45	1.07239345299848	0.0389187112294769	N	N	Klebsiella pneumoniae
k61_1659	245	0.444897959183673	5	0.308748523091048	0.161326752757312	262	0.341013608299216	0.18133527081755	N	N	Bradybaena similaris
k61_1661	219	0.589041095890411	2	0.651095732410614	0.0784313725490196	39	0.654868126920532	0.0321937407748655	N	N	Klebsiella pneumoniae
k61_1622	1012	0.532608695652174	1	1.08615819209039	0.0588235294117647	165	1.5230804705108	0.0602336166832293	N	N	Klebsiella pneumoniae
k61_1318	274	0.602189781021898	1	0.111293297806928	0.0588235294117647	30	1.69835584893127	0.0256563082738821	N	N	Klebsiella pneumoniae
k61_404	250	0.552	2	0.306973966057011	0.0786620530565167	35	0.856830198938787	0.0324151962526784	N	N	Klebsiella pneumoniae
k61_782	393	0.531806615776081	2	0.313553491572067	0.0702614379084967	80	1.53564699729286	0.0530265076312541	N	N	Klebsiella pneumoniae
k61_1491	206	0.451456310679612	4	0.304975425172235	0.155269116835117	224	0.276708008280682	0.143638815997679	N	N	NA
k61_1470	352	0.485795454545455	1	0.9094344375866	0.0588235294117647	45	1.05012999405636	0.0373741396973156	N	N	Klebsiella pneumoniae
k61_1310	866	0.596997690531178	2	0.756452651594585	0.0710868539855805	54	0.796322018185239	0.0359220607456622	N	N	Klebsiella pneumoniae
k61_1502	950	0.528421052631579	2	0.518451232649551	0.105151840341747	82	1.47742384790563	0.0461730617335775	N	N	Klebsiella pneumoniae
k61_935	238	0.466386554621849	2	0.496474673563254	0.077617769099341	47	0.818865260991019	0.0394486136229008	N	N	Klebsiella pneumoniae
k61_1326	289	0.491349480968858	2	1.91257050765512	0.0743352135374698	52	1.25706559535213	0.0433597084597669	N	N	Klebsiella pneumoniae
k61_1094	210	0.357142857142857	1	0.322070977151191	0.0588235294117647	17	0.0314562466161465	0.00974972423782981	N	N	Saccharomyces cerevisiae
k61_1733	272	0.529411764705882	2	0.537428672067629	0.0752941176470588	45	0.922192935357948	0.039135637787256	N	N	Klebsiella pneumoniae
k61_910	406	0.541871921182266	2	0.466941112306889	0.0888795559872022	54	1.28734674605037	0.0426142419160025	N	N	Klebsiella pneumoniae
k61_1611	478	0.449790794979079	1	0.141338264185832	0.0588235294117647	1	0.00288293288316414	0.00107660327811566	N	N	Caudoviricetes sp.
k61_477	710	0.512676056338028	2	0.675708479212143	0.1036032421154	73	1.17662714461896	0.0458017451506046	N	N	Klebsiella pneumoniae
