fragment	annotation	frquency	length	status
rand.55.k141_5735	Toxorhynchites rutilus septentrionalis	48	398	Annotated
rand.55.k141_85	Streptomyces europaeiscabiei	6	368	Annotated
rand.55.k141_1027	Stenotrophomonas maltophilia	5	305	Annotated
rand.55.k141_2500	Ralstonia insidiosa	2	346	Annotated
rand.55.k141_4252	NA	NA	425	Unannotated
rand.55.k141_6132	Stenotrophomonas maltophilia	31	412	Annotated
rand.55.k141_5405	Variovorax paradoxus	9	330	Annotated
rand.55.k141_9092	Pseudomonas aeruginosa	34	332	Annotated
rand.55.k141_6190	Stenotrophomonas maltophilia	3	316	Annotated
rand.55.k141_8817	Rhodococcus pyridinivorans	9	355	Annotated
rand.55.k141_795	Pseudomonas aeruginosa	14	504	Annotated
rand.55.k141_5440	Stenotrophomonas maltophilia	38	718	Annotated
rand.55.k141_8092	Stenotrophomonas maltophilia	12	416	Annotated
rand.39.k141_840	Bordetella hinzii	19	314	Annotated
rand.55.k141_5673	Comamonas testosteroni	7	305	Annotated
rand.55.k141_1248	Stenotrophomonas maltophilia	18	1103	Annotated
rand.39.k141_2853	Pseudomonas aeruginosa	27	348	Annotated
rand.55.k141_3676	Variovorax paradoxus	4	322	Annotated
rand.55.k141_6126	Stenotrophomonas maltophilia	6	311	Annotated
rand.55.k141_760	Achromobacter xylosoxidans A8	1	380	Annotated
rand.55.k141_4423	Ralstonia insidiosa	2	435	Annotated
rand.55.k141_4430	Ralstonia insidiosa	2	314	Annotated
rand.55.k141_1498	Methylobacterium organophilum	1	428	Annotated
rand.55.k141_6649	Stenotrophomonas maltophilia	3	399	Annotated
rand.39.k141_3938	Escherichia coli	51	371	Annotated
rand.39.k141_5705	Metapseudomonas otitidis	7	310	Annotated
rand.39.k141_4278	Ralstonia solanacearum	20	383	Annotated
rand.39.k141_265	Stenotrophomonas maltophilia	29	349	Annotated
rand.39.k141_969	Delftia tsuruhatensis	10	313	Annotated
rand.39.k141_2672	Klebsiella oxytoca	10	349	Annotated
rand.39.k141_3963	NA	NA	414	Unannotated
rand.39.k141_283	Delftia lacustris	1	560	Annotated
rand.39.k141_4129	Variovorax paradoxus	9	344	Annotated
rand.39.k141_2677	Achromobacter xylosoxidans	7	537	Annotated
rand.39.k141_1671	Comamonas thiooxydans	9	406	Annotated
rand.39.k141_191	Colletotrichum fructicola Nara gc5	19	312	Annotated
rand.39.k141_2771	Burkholderia mallei	30	306	Annotated
rand.39.k141_544	Achromobacter sp. B7	1	421	Annotated
rand.39.k141_4211	Bordetella hinzii	19	340	Annotated
rand.39.k141_1193	Pseudomonas chlororaphis subsp. aurantiaca	12	429	Annotated
rand.39.k141_510	Stenotrophomonas maltophilia	1	834	Annotated
rand.39.k141_221	Stenotrophomonas maltophilia	6	349	Annotated
rand.39.k141_4185	uncultured Cohaesibacter sp.	4	490	Annotated
rand.39.k141_3644	Ralstonia solanacearum	1	426	Annotated
rand.39.k141_1764	Stenotrophomonas maltophilia	1	414	Annotated
rand.39.k141_2765	Variovorax paradoxus	9	384	Annotated
rand.39.k141_669	Stenotrophomonas maltophilia	1	413	Annotated
rand.39.k141_3201	Achromobacter xylosoxidans	12	513	Annotated
rand.39.k141_3291	Xylella fastidiosa	6	336	Annotated
rand.39.k141_5007	Stenotrophomonas maltophilia	6	696	Annotated
rand.39.k141_2403	Ralstonia insidiosa	2	349	Annotated
rand.39.k141_2990	Delftia tsuruhatensis	1	358	Annotated
rand.39.k141_1397	Annamia dubia NIES-4383	1	334	Annotated
rand.39.k141_2422	Stenotrophomonas acidaminiphila	5	385	Annotated
rand.39.k141_4949	Arthrospira platensis PCC 7345	2	387	Annotated
rand.39.k141_4959	NA	NA	329	Unannotated
rand.39.k141_3569	Stenotrophomonas maltophilia	12	339	Annotated
rand.39.k141_4435	Ralstonia solanacearum	33	557	Annotated
rand.39.k141_4866	Stenotrophomonas maltophilia	1	437	Annotated
rand.39.k141_351	Achromobacter xylosoxidans	2	315	Annotated
rand.39.k141_2255	Delftia acidovorans	8	430	Annotated
rand.39.k141_97	Stenotrophomonas maltophilia	5	569	Annotated
rand.39.k141_2198	Variovorax paradoxus	9	319	Annotated
rand.39.k141_3472	Stenotrophomonas maltophilia	3	328	Annotated
rand.39.k141_4802	Stenotrophomonas maltophilia	31	1025	Annotated
rand.39.k141_2335	Delftia acidovorans	5	384	Annotated
rand.39.k141_2047	Stenotrophomonas maltophilia	6	507	Annotated
rand.39.k141_3160	Ralstonia insidiosa	2	420	Annotated
rand.39.k141_2058	Ralstonia insidiosa	2	402	Annotated
rand.39.k141_4832	Achromobacter xylosoxidans	4	365	Annotated
rand.85.k141_1262	Fusarium oxysporum f. sp. vasinfectum	7	741	Annotated
rand.39.k141_4745	Burkholderia glumae	28	594	Annotated
rand.39.k141_1879	Streptococcus thermophilus	81	423	Annotated
rand.85.k141_145	Ralstonia insidiosa	2	408	Annotated
rand.85.k141_2370	Ralstonia solanacearum	1	490	Annotated
rand.85.k141_64	Delftia acidovorans	6	317	Annotated
rand.85.k141_1903	Pseudomonas aeruginosa	42	389	Annotated
rand.85.k141_1923	Burkholderia pseudomallei	9	385	Annotated
rand.85.k141_410	Stenotrophomonas maltophilia	2	479	Annotated
rand.39.k141_5293	Stenotrophomonas maltophilia	4	366	Annotated
rand.39.k141_294	Rhizobium johnstonii	2	597	Annotated
rand.85.k141_3299	Paracidovorax citrulli	12	302	Annotated
rand.85.k141_999	Pseudomonas chlororaphis	34	376	Annotated
rand.85.k141_1246	Achromobacter xylosoxidans	7	314	Annotated
rand.85.k141_469	Variovorax paradoxus	2	438	Annotated
rand.85.k141_1351	Roseomonas mucosa	10	408	Annotated
rand.85.k141_1612	Ralstonia insidiosa	2	509	Annotated
rand.85.k141_2084	Stenotrophomonas maltophilia	2	402	Annotated
rand.85.k141_843	Ralstonia insidiosa	2	310	Annotated
rand.85.k141_2107	Sneathia vaginalis	2	369	Annotated
rand.85.k141_1290	Methylosinus sporium	7	673	Annotated
rand.85.k141_3264	Burkholderia multivorans	6	323	Annotated
rand.85.k141_1040	Variovorax paradoxus	3	347	Annotated
rand.85.k141_2617	Ralstonia insidiosa	2	327	Annotated
rand.85.k141_1223	Xanthomonas arboricola	3	324	Annotated
rand.85.k141_2488	Polaromonas hydrogenivorans	4	361	Annotated
rand.85.k141_586	Achromobacter xylosoxidans	33	314	Annotated
rand.85.k141_2500	Variovorax paradoxus	1	390	Annotated
rand.85.k141_2442	Paracidovorax avenae	17	395	Annotated
rand.85.k141_3021	Achromobacter xylosoxidans	7	335	Annotated
rand.85.k141_1800	Stenotrophomonas maltophilia	6	442	Annotated
rand.85.k141_798	Stenotrophomonas maltophilia	1	416	Annotated
rand.85.k141_2393	Xanthomonas campestris pv. campestris	15	374	Annotated
rand.85.k141_2417	Xanthomonas sacchari	10	344	Annotated
rand.85.k141_704	Burkholderia pseudomallei	68	311	Annotated
rand.85.k141_1635	Comamonas thiooxydans	2	334	Annotated
rand.85.k141_621	Ralstonia solanacearum	2	332	Annotated
rand.85.k141_2906	Cupriavidus taiwanensis	14	402	Annotated
rand.85.k141_2761	Ralstonia solanacearum	7	329	Annotated
rand.85.k141_511	Rhodococcus phage Francesca	1	345	Annotated
rand.85.k141_427	Stenotrophomonas maltophilia	67	370	Annotated
rand.85.k141_1640	NA	NA	599	Unannotated
rand.85.k141_3138	Pseudomonas trivialis	24	313	Annotated
rand.82.k141_4148	Ralstonia solanacearum	9	324	Annotated
rand.82.k141_5707	Bradyrhizobium elkanii	12	478	Annotated
rand.82.k141_4464	Pseudomonas aeruginosa	14	643	Annotated
rand.82.k141_1694	Variovorax paradoxus	3	309	Annotated
rand.82.k141_4613	NA	NA	333	Unannotated
rand.82.k141_4933	NA	NA	394	Unannotated
rand.82.k141_2148	Streptococcus pyogenes	32	365	Annotated
rand.82.k141_5236	Bordetella holmesii	34	339	Annotated
rand.82.k141_2158	Stenotrophomonas maltophilia	68	324	Annotated
rand.82.k141_2164	Variovorax sp. SCN45	1	353	Annotated
rand.82.k141_3391	Stenotrophomonas maltophilia	8	491	Annotated
rand.82.k141_561	Stenotrophomonas maltophilia	4	366	Annotated
rand.82.k141_4585	Pseudomonas aeruginosa	43	411	Annotated
rand.82.k141_4135	Stenotrophomonas maltophilia	3	499	Annotated
rand.82.k141_5965	Stenotrophomonas maltophilia	15	529	Annotated
rand.82.k141_5390	Stenotrophomonas maltophilia	1	334	Annotated
rand.82.k141_1191	Stenotrophomonas rhizophila	1	450	Annotated
rand.82.k141_273	NA	NA	413	Unannotated
rand.82.k141_4415	Stenotrophomonas maltophilia	4	336	Annotated
rand.82.k141_5073	Streptomyces europaeiscabiei	6	368	Annotated
rand.82.k141_1527	Stenotrophomonas maltophilia	53	307	Annotated
rand.82.k141_1536	Qipengyuania flava	4	311	Annotated
rand.82.k141_1368	Stenotrophomonas maltophilia	1	310	Annotated
rand.82.k141_2444	Achromobacter xylosoxidans	2	362	Annotated
rand.82.k141_1942	Stenotrophomonas maltophilia	10	348	Annotated
rand.82.k141_2881	Delftia acidovorans	3	396	Annotated
rand.82.k141_5389	Stenotrophomonas maltophilia	55	304	Annotated
rand.82.k141_867	Stenotrophomonas maltophilia	1	484	Annotated
rand.82.k141_5015	Xanthomonas fragariae	8	384	Annotated
rand.82.k141_105	Stenotrophomonas maltophilia	2	498	Annotated
rand.82.k141_248	Xanthomonas campestris pv. raphani	32	307	Annotated
rand.82.k141_3857	NA	NA	306	Unannotated
rand.82.k141_1787	Bordetella avium	2	316	Annotated
rand.82.k141_894	Piscinibacter gummiphilus	2	454	Annotated
rand.82.k141_4734	Stenotrophomonas maltophilia	6	431	Annotated
rand.82.k141_824	Enterobacter hormaechei	16	642	Annotated
rand.82.k141_5635	Pseudoxanthomonas mexicana	2	439	Annotated
rand.82.k141_4386	Stenotrophomonas maltophilia	6	539	Annotated
rand.82.k141_4527	Ralstonia solanacearum	4	533	Annotated
rand.82.k141_2814	Patella vulgata	1	303	Annotated
rand.82.k141_1903	Paracidovorax avenae	11	352	Annotated
rand.82.k141_5616	Ralstonia solanacearum	1	1547	Annotated
rand.82.k141_1504	Stenotrophomonas maltophilia	6	303	Annotated
rand.82.k141_371	Stenotrophomonas maltophilia	79	322	Annotated
rand.82.k141_2439	Populus trichocarpa	3	326	Annotated
rand.82.k141_5945	NA	NA	282	Unannotated
rand.82.k141_3762	Amphibalanus amphitrite	34	506	Annotated
rand.82.k141_5143	Synechocystis sp. CACIAM 05	1	426	Annotated
rand.82.k141_3446	Achromobacter xylosoxidans	4	406	Annotated
rand.82.k141_5420	Ralstonia insidiosa	2	378	Annotated
rand.82.k141_3922	Stenotrophomonas maltophilia	2	557	Annotated
rand.82.k141_2960	Achromobacter xylosoxidans	21	514	Annotated
rand.82.k141_2971	Paracidovorax avenae	8	415	Annotated
rand.82.k141_169	Achromobacter xylosoxidans	7	381	Annotated
rand.82.k141_4350	Acidovorax sp. GBBC 712	1	717	Annotated
rand.82.k141_3629	Stenotrophomonas maltophilia	14	417	Annotated
rand.82.k141_470	Pseudomonas aeruginosa	26	459	Annotated
rand.82.k141_2665	Variovorax sp. SCN45	1	305	Annotated
rand.82.k141_514	Stenotrophomonas maltophilia	47	314	Annotated
rand.82.k141_38	Escherichia coli	37	512	Annotated
rand.82.k141_1712	Purpureocillium lilacinum	5	301	Annotated
rand.82.k141_3561	Variovorax paradoxus	9	348	Annotated
rand.82.k141_4178	Achromobacter xylosoxidans	6	458	Annotated
rand.82.k141_3111	Bordetella pertussis	86	339	Annotated
rand.82.k141_957	Variovorax paradoxus	8	309	Annotated
rand.82.k141_4193	Stenotrophomonas maltophilia	3	359	Annotated
rand.82.k141_1723	Variovorax paradoxus	9	367	Annotated
rand.82.k141_2026	Stenotrophomonas maltophilia	6	381	Annotated
rand.93.k141_2090	Stenotrophomonas maltophilia	2	463	Annotated
rand.93.k141_2533	NA	NA	396	Unannotated
rand.93.k141_3241	uncultured prokaryote	1	1099	Annotated
rand.93.k141_1125	Stenotrophomonas maltophilia	3	449	Annotated
rand.93.k141_1841	Ralstonia insidiosa	2	340	Annotated
rand.93.k141_2690	Variovorax paradoxus	1	385	Annotated
rand.93.k141_218	Variovorax paradoxus	1	336	Annotated
rand.93.k141_2896	Achromobacter xylosoxidans	15	301	Annotated
rand.93.k141_1309	Alcanivorax sp.	1	583	Annotated
rand.93.k141_2787	Pseudomonas aeruginosa	12	542	Annotated
rand.93.k141_487	Achromobacter xylosoxidans	31	382	Annotated
rand.93.k141_3416	Aspergillus pseudodeflectus	3	287	Annotated
rand.93.k141_703	Paracidovorax avenae	14	369	Annotated
rand.93.k141_2255	Stenotrophomonas maltophilia	2	341	Annotated
rand.93.k141_2360	Delftia acidovorans	1	398	Annotated
rand.93.k141_1709	Stenotrophomonas maltophilia	8	352	Annotated
rand.93.k141_2062	Escherichia phage T7	88	2424	Annotated
rand.93.k141_131	Hydrogenophaga sp. PBC	1	390	Annotated
rand.93.k141_932	Stenotrophomonas maltophilia	74	310	Annotated
rand.93.k141_1383	Ralstonia insidiosa	2	312	Annotated
rand.93.k141_2484	Bradyrhizobium japonicum	6	395	Annotated
rand.93.k141_1699	Pseudomonas aeruginosa	32	336	Annotated
rand.93.k141_3207	Delftia lacustris	3	387	Annotated
rand.93.k141_341	Stenotrophomonas maltophilia	5	333	Annotated
rand.56.k141_1646	Paracidovorax avenae	1	322	Annotated
rand.56.k141_5746	Achromobacter xylosoxidans	1	354	Annotated
rand.56.k141_4555	Achromobacter xylosoxidans	5	396	Annotated
rand.93.k141_1502	Pseudomonas aeruginosa	5	912	Annotated
rand.93.k141_2398	Pseudomonas trivialis	22	433	Annotated
rand.93.k141_2126	Stenotrophomonas maltophilia	50	368	Annotated
rand.93.k141_2136	Xanthomonas campestris pv. campestris	15	315	Annotated
rand.56.k141_6098	Toxorhynchites rutilus septentrionalis	72	619	Annotated
rand.56.k141_3174	Achromobacter xylosoxidans	25	328	Annotated
rand.56.k141_489	Cupriavidus oxalaticus	3	314	Annotated
rand.56.k141_492	Stenotrophomonas maltophilia	8	316	Annotated
rand.56.k141_6423	Delftia acidovorans	1	386	Annotated
rand.56.k141_137	Achromobacter xylosoxidans	2	385	Annotated
rand.56.k141_2363	Ralstonia insidiosa	3	393	Annotated
rand.56.k141_4899	Drosophila melanogaster	19	366	Annotated
rand.56.k141_147	Stenotrophomonas maltophilia	3	486	Annotated
rand.56.k141_1612	Pseudomonas trivialis	22	313	Annotated
rand.56.k141_2517	Pseudomonas aeruginosa	43	364	Annotated
rand.56.k141_271	Pseudomonas chlororaphis	36	538	Annotated
rand.56.k141_1782	synthetic construct	47	449	Annotated
rand.56.k141_1298	Stenotrophomonas maltophilia	26	417	Annotated
rand.56.k141_6093	Comamonas piscis	2	542	Annotated
rand.56.k141_289	Ralstonia solanacearum	5	399	Annotated
rand.56.k141_2456	Delftia sp. WY8	1	305	Annotated
rand.56.k141_1251	Bordetella avium	4	392	Annotated
rand.56.k141_5546	Variovorax paradoxus	7	317	Annotated
rand.56.k141_375	Pseudomonas aeruginosa	37	788	Annotated
rand.56.k141_5059	Burkholderia gladioli	4	313	Annotated
rand.56.k141_4282	Aquincola tertiaricarbonis	1	344	Annotated
rand.56.k141_407	Delftia tsuruhatensis	10	314	Annotated
rand.56.k141_60	Stenotrophomonas maltophilia	24	611	Annotated
rand.56.k141_4819	Stenotrophomonas maltophilia	20	321	Annotated
rand.56.k141_3688	Stenotrophomonas maltophilia	3	367	Annotated
rand.56.k141_1590	Anopheles coluzzii	6	314	Annotated
rand.56.k141_4961	Variovorax paradoxus	9	313	Annotated
rand.56.k141_3641	Ralstonia solanacearum	3	308	Annotated
rand.56.k141_1915	Delftia acidovorans	3	331	Annotated
rand.56.k141_876	Achromobacter spanius	3	534	Annotated
rand.56.k141_538	Delftia tsuruhatensis	2	347	Annotated
rand.56.k141_3949	Pseudomonas aeruginosa	45	509	Annotated
rand.56.k141_1550	Paracidovorax avenae	17	310	Annotated
rand.56.k141_6686	NA	NA	298	Unannotated
rand.56.k141_3972	Stenotrophomonas maltophilia	8	377	Annotated
rand.56.k141_6124	Ralstonia solanacearum	38	391	Annotated
rand.56.k141_6132	Stenotrophomonas maltophilia	61	481	Annotated
rand.97.k141_4235	Achromobacter xylosoxidans	7	317	Annotated
rand.97.k141_7638	Bordetella pertussis	36	384	Annotated
rand.97.k141_4009	Achromobacter spanius	1	419	Annotated
rand.97.k141_651	Delftia acidovorans	6	314	Annotated
rand.97.k141_443	Stenotrophomonas maltophilia	14	336	Annotated
rand.97.k141_3141	Stenotrophomonas maltophilia	2	443	Annotated
rand.56.k141_2723	Achromobacter xylosoxidans	9	570	Annotated
rand.56.k141_4096	Stenotrophomonas maltophilia	61	327	Annotated
rand.97.k141_3038	Alligator mississippiensis	9	411	Annotated
rand.97.k141_5195	Sphingobacterium multivorum	4	359	Annotated
rand.97.k141_1326	Variovorax paradoxus	2	301	Annotated
rand.97.k141_5391	[Kitasatospora] papulosa	11	313	Annotated
rand.97.k141_1070	Delftia lacustris	1	357	Annotated
rand.97.k141_1090	Purpureocillium takamizusanense	2	306	Annotated
rand.97.k141_7011	Stenotrophomonas maltophilia	21	352	Annotated
rand.97.k141_614	NA	NA	418	Unannotated
rand.97.k141_6034	Pseudomonas poae	15	312	Annotated
rand.97.k141_4190	Xanthomonas oryzae pv. oryzae	17	701	Annotated
rand.97.k141_7612	Rhodococcus phage NiceHouse	1	313	Annotated
rand.97.k141_6466	Delftia tsuruhatensis	10	320	Annotated
rand.97.k141_3395	uncultured Alphaproteobacteria bacterium	5	380	Annotated
rand.97.k141_2671	Xanthomonas oryzae pv. oryzae	40	328	Annotated
rand.97.k141_7207	NA	NA	346	Unannotated
rand.97.k141_2385	Pseudomonas sp. LS1212	1	382	Annotated
rand.97.k141_4676	Brevundimonas diminuta	4	379	Annotated
rand.97.k141_2405	Pseudomonas aeruginosa	43	356	Annotated
rand.97.k141_1525	Stenotrophomonas maltophilia	5	512	Annotated
rand.97.k141_3365	NA	NA	355	Unannotated
rand.97.k141_7766	Achromobacter spanius	5	331	Annotated
rand.97.k141_2351	NA	NA	349	Unannotated
rand.97.k141_3320	Pseudomonas aeruginosa	15	431	Annotated
rand.97.k141_6460	Xanthomonas campestris pv. raphani	2	376	Annotated
rand.97.k141_2580	Stenotrophomonas maltophilia	1	365	Annotated
rand.97.k141_4624	Stenotrophomonas maltophilia	3	351	Annotated
rand.97.k141_8290	Microcystis aeruginosa PCC 7806	3	308	Annotated
rand.97.k141_7789	Castellaniella ginsengisoli	17	335	Annotated
rand.97.k141_6886	Pseudomonas aeruginosa	53	471	Annotated
rand.97.k141_7520	Limosilactobacillus reuteri	55	313	Annotated
rand.97.k141_6912	Pseudomonas sp. LS1212	1	309	Annotated
rand.97.k141_6624	NA	NA	318	Unannotated
rand.97.k141_8436	Achromobacter xylosoxidans	2	387	Annotated
rand.97.k141_720	Stenotrophomonas maltophilia	64	350	Annotated
rand.97.k141_8196	Stenotrophomonas maltophilia R551-3	1	353	Annotated
rand.97.k141_7500	Burkholderia glumae	43	334	Annotated
rand.97.k141_1656	Caulobacter sp. UC70_42	1	379	Annotated
rand.97.k141_4603	Aedes aegypti	10	558	Annotated
rand.97.k141_7955	Stenotrophomonas maltophilia	1	674	Annotated
rand.90.k141_5363	Pseudomonas hefeiensis	3	327	Annotated
rand.97.k141_4561	Ralstonia solanacearum	2	339	Annotated
rand.97.k141_4335	Variovorax paradoxus	1	371	Annotated
rand.97.k141_7467	Stenotrophomonas maltophilia	2	402	Annotated
rand.97.k141_478	Ralstonia mannitolilytica	2	472	Annotated
rand.97.k141_2048	Pseudomonas aeruginosa	66	426	Annotated
rand.97.k141_3655	Pseudomonas protegens	25	529	Annotated
rand.97.k141_2764	Stenotrophomonas maltophilia	16	330	Annotated
rand.97.k141_1872	Paraburkholderia fungorum	6	321	Annotated
rand.97.k141_515	Xanthomonas citri pv. citri	41	320	Annotated
rand.90.k141_6012	Ralstonia insidiosa	2	322	Annotated
rand.90.k141_5319	Thiomonas sp. Sup16B3	2	311	Annotated
rand.90.k141_3765	Achromobacter xylosoxidans	4	326	Annotated
rand.90.k141_2050	Ralstonia pseudosolanacearum	32	714	Annotated
rand.90.k141_2061	Ralstonia solanacearum	3	332	Annotated
rand.90.k141_5010	Sinorhizobium medicae	5	331	Annotated
rand.90.k141_1518	Stenotrophomonas maltophilia	4	420	Annotated
rand.90.k141_3628	Stenotrophomonas maltophilia	10	587	Annotated
rand.90.k141_1015	Ralstonia pseudosolanacearum	24	615	Annotated
rand.90.k141_1545	Xanthomonas oryzae pv. oryzae	31	1469	Annotated
rand.90.k141_4299	Stenotrophomonas maltophilia	1	408	Annotated
rand.90.k141_2244	Lysobacter auxotrophicus	1	1379	Annotated
rand.90.k141_2705	Brevundimonas nasdae	2	399	Annotated
rand.90.k141_4279	Bordetella hinzii	11	411	Annotated
rand.90.k141_686	Stenotrophomonas maltophilia	10	328	Annotated
rand.90.k141_6715	Klebsiella pneumoniae	76	323	Annotated
rand.90.k141_1170	NA	NA	311	Unannotated
rand.90.k141_6324	Xanthomonas citri pv. citri	25	638	Annotated
rand.90.k141_320	Streptomyces albidoflavus	32	328	Annotated
rand.90.k141_4464	Achromobacter xylosoxidans	5	562	Annotated
rand.90.k141_330	Achromobacter xylosoxidans	3	703	Annotated
rand.90.k141_4667	Paracidovorax citrulli	12	445	Annotated
rand.90.k141_6134	Xanthomonas sacchari	9	590	Annotated
rand.90.k141_6527	Pseudomonas aeruginosa	18	353	Annotated
rand.90.k141_73	Variovorax paradoxus	7	373	Annotated
rand.90.k141_3394	Ralstonia solanacearum	37	502	Annotated
rand.90.k141_3547	Stenotrophomonas maltophilia	2	380	Annotated
rand.90.k141_4094	Stenotrophomonas maltophilia	3	315	Annotated
rand.90.k141_257	Stenotrophomonas maltophilia	1	361	Annotated
rand.90.k141_6152	Stenotrophomonas maltophilia	2	409	Annotated
rand.90.k141_636	NA	NA	461	Unannotated
rand.90.k141_465	Campylobacter jejuni	18	356	Annotated
rand.90.k141_57	Stenotrophomonas maltophilia	3	316	Annotated
rand.90.k141_5112	Xanthomonas campestris pv. campestris	2	323	Annotated
rand.90.k141_5089	Cereibacter sphaeroides	10	384	Annotated
rand.90.k141_2366	Aedes aegypti Thai densovirus	50	3945	Annotated
rand.90.k141_1323	Stenotrophomonas maltophilia	6	770	Annotated
rand.90.k141_4602	NA	NA	371	Unannotated
rand.90.k141_2012	Xanthomonas oryzae pv. oryzicola	22	360	Annotated
