fragment	annotation	frquency	length	status
k141_2264 flag=1 multi=299.0000 len=23832	Prescottella equi	26	23832	Target
k141_1642 flag=1 multi=676.0000 len=4590	Rhodococcus qingshengii	25	4590	Annotated
k141_1575 flag=1 multi=429.0000 len=1012	Rhodococcus qingshengii	25	1012	Annotated
k141_1580 flag=1 multi=333.0000 len=778	Rhodococcus qingshengii	25	778	Annotated
k141_842 flag=1 multi=186.0000 len=353	Rhodococcus qingshengii	25	353	Annotated
k141_843 flag=1 multi=716.0000 len=3112	Rhodococcus qingshengii	25	3112	Annotated
k141_195 flag=1 multi=224.0000 len=304	Escherichia coli	97	304	Target
k141_867 flag=1 multi=30.0000 len=347	NA	NA	347	Unannotated
k141_995 flag=1 multi=615.0000 len=2453	Rhodococcus qingshengii	24	2453	Annotated
k141_1308 flag=1 multi=701.0000 len=8593	Prescottella equi	26	8593	Target
k141_2266 flag=1 multi=394.0000 len=15458	Caudoviricetes sp.	11	15458	Target
k141_2013 flag=1 multi=735.0000 len=3737	Rhodococcus qingshengii	31	3737	Annotated
k141_2015 flag=1 multi=467.0000 len=2285	Mycobacterium tuberculosis	81	2285	Target
k141_646 flag=1 multi=722.0000 len=3794	Rhodococcus qingshengii	25	3794	Annotated
k141_1687 flag=1 multi=54.0000 len=356	Roseomonas mucosa	10	356	Target
k141_395 flag=1 multi=223.0000 len=342	Escherichia coli	94	342	Target
k141_1696 flag=1 multi=242.0000 len=719	Rhodococcus qingshengii	25	719	Annotated
k141_589 flag=1 multi=218.0000 len=305	Brucella anthropi	1	305	Target
k141_2242 flag=1 multi=680.0000 len=4307	Rhodococcus qingshengii	24	4307	Annotated
k141_1362 flag=1 multi=627.0000 len=1542	Rhodococcus qingshengii	25	1542	Annotated
k141_847 flag=1 multi=529.0000 len=398	Rhodococcus pyridinivorans	20	398	Target
k141_239 flag=1 multi=740.0000 len=6442	Rhodococcus qingshengii	25	6442	Annotated
k141_242 flag=1 multi=200.0000 len=321	Rhodococcus qingshengii	25	321	Annotated
k141_620 flag=1 multi=670.0000 len=9156	Rhodococcus qingshengii	25	9156	Annotated
k141_1636 flag=1 multi=225.0000 len=1010	Rhodococcus qingshengii	25	1010	Annotated
k141_374 flag=1 multi=228.0000 len=328	Paracoccidioides brasiliensis Pb18	1	328	Target
k141_381 flag=1 multi=1693.0000 len=303	Colletotrichum aenigma	1	303	Target
k141_1190 flag=1 multi=684.0000 len=40339	Rhodococcus qingshengii	25	40339	Annotated
k141_1053 flag=1 multi=389.0000 len=303	Rhodococcus qingshengii	25	303	Annotated
k141_2312 flag=1 multi=334.0000 len=413	Rhodococcus qingshengii	25	413	Annotated
k141_1075 flag=1 multi=675.0000 len=4121	Rhodococcus qingshengii	25	4121	Annotated
k141_2042 flag=1 multi=660.0000 len=3485	Rhodococcus qingshengii	25	3485	Annotated
k141_295 flag=1 multi=119.0000 len=301	NA	NA	301	Unannotated
k141_2048 flag=1 multi=94.0000 len=419	Roseomonas sp. CCTCC AB2023176	1	419	Target
k141_1384 flag=1 multi=116.0000 len=433	NA	NA	433	Unannotated
k141_1128 flag=1 multi=334.0000 len=22207	Rhodococcus qingshengii	26	22207	Annotated
k141_1129 flag=1 multi=305.0000 len=320	Rhodococcus qingshengii	25	320	Annotated
k141_2170 flag=1 multi=766.0000 len=3989	Rhodococcus qingshengii	25	3989	Annotated
k141_2269 flag=1 multi=675.0000 len=13944	Rhodococcus qingshengii	25	13944	Annotated
k141_1910 flag=1 multi=334.0000 len=670	Rhodococcus qingshengii	24	670	Annotated
k141_2182 flag=1 multi=524.0000 len=492	Rhodococcus qingshengii	23	492	Annotated
k141_532 flag=1 multi=543.0000 len=27562	Rhodococcus qingshengii	25	27562	Annotated
k141_1914 flag=1 multi=218.0000 len=366	Rhodococcus qingshengii	25	366	Annotated
k141_481 flag=1 multi=676.0000 len=2370	Rhodococcus qingshengii	9	2370	Annotated
k141_2021 flag=1 multi=713.0000 len=7053	Rhodococcus qingshengii	25	7053	Annotated
k141_1814 flag=1 multi=710.0000 len=6438	Rhodococcus qingshengii	26	6438	Annotated
k141_322 flag=1 multi=234.0000 len=517	Rhodococcus qingshengii	25	517	Annotated
k141_998 flag=1 multi=423.0000 len=2699	Rhodococcus qingshengii	25	2699	Annotated
k141_685 flag=1 multi=414.0000 len=1538	Rhodococcus qingshengii	9	1538	Annotated
k141_1274 flag=1 multi=292.0000 len=5641	Rhodococcus qingshengii	25	5641	Annotated
k141_1735 flag=1 multi=734.0000 len=4890	Rhodococcus qingshengii	25	4890	Annotated
k141_1652 flag=1 multi=300.0000 len=429	Rhodococcus qingshengii	25	429	Annotated
k141_1657 flag=1 multi=347.0000 len=685	Rhodococcus qingshengii	25	685	Annotated
k141_2210 flag=1 multi=594.0000 len=336	Rhodococcus qingshengii	9	336	Annotated
k141_851 flag=1 multi=729.0000 len=455	Rhodococcus qingshengii	25	455	Annotated
k141_1828 flag=1 multi=644.0000 len=686	Rhodococcus qingshengii	25	686	Annotated
k141_872 flag=1 multi=363.0000 len=370	Rhodococcus qingshengii	25	370	Annotated
k141_1440 flag=1 multi=146.0000 len=344	Rhodococcus qingshengii	25	344	Annotated
k141_1441 flag=1 multi=53.0000 len=345	Bordetella pertussis	67	345	Target
k141_1314 flag=1 multi=556.0000 len=301	Habronattus oregonensis	7	301	Target
k141_1370 flag=1 multi=187.0000 len=813	Rhodococcus qingshengii	25	813	Annotated
k141_1322 flag=1 multi=1614.0000 len=352	Sphingobium yanoikuyae	5	352	Target
k141_1108 flag=1 multi=154.0000 len=311	Azospirillum humicireducens	1	311	Annotated
k141_1327 flag=1 multi=142.0000 len=352	Pseudocercospora fijiensis	15	352	Target
k141_947 flag=1 multi=650.0000 len=1325	Rhodococcus qingshengii	25	1325	Annotated
k141_1448 flag=1 multi=690.0000 len=4340	Rhodococcus qingshengii	25	4340	Annotated
k141_451 flag=1 multi=506.0000 len=408	Rhodococcus qingshengii	25	408	Annotated
k141_951 flag=1 multi=1160.0000 len=479	Rhodococcus qingshengii	28	479	Annotated
k141_957 flag=1 multi=35.0000 len=347	Roseomonas mucosa	10	347	Target
k141_435 flag=1 multi=153.0000 len=447	Rhodococcus qingshengii	25	447	Annotated
k141_442 flag=1 multi=613.0000 len=1551	Rhodococcus qingshengii	25	1551	Annotated
k141_1390 flag=1 multi=553.0000 len=2201	Rhodococcus qingshengii	25	2201	Annotated
k141_1394 flag=1 multi=193.0000 len=333	Rhodococcus qingshengii	25	333	Annotated
k141_1402 flag=1 multi=561.0000 len=2638	Rhodococcus qingshengii	25	2638	Annotated
k141_1282 flag=1 multi=283.0000 len=776	Rhodococcus qingshengii	25	776	Annotated
k141_628 flag=1 multi=509.0000 len=492	Rhodococcus qingshengii	24	492	Annotated
k141_1459 flag=1 multi=636.0000 len=639	Rhodococcus qingshengii	35	639	Annotated
k141_1588 flag=1 multi=434.0000 len=407	Rhodococcus globerulus	2	407	Annotated
k141_2272 flag=1 multi=668.0000 len=7122	Rhodococcus qingshengii	25	7122	Annotated
k141_1296 flag=1 multi=210.0000 len=480	Rhodococcus qingshengii	25	480	Annotated
k141_211 flag=1 multi=669.0000 len=889	Rhodococcus qingshengii	25	889	Annotated
k141_539 flag=1 multi=112.0000 len=318	Rhodococcus qingshengii	25	318	Annotated
k141_545 flag=1 multi=25.0000 len=342	NA	NA	342	Unannotated
k141_594 flag=1 multi=238.0000 len=690	NA	NA	690	Unannotated
k141_554 flag=1 multi=214.0000 len=450	Byssothecium circinans	1	450	Target
k141_214 flag=1 multi=662.0000 len=12698	Prescottella equi	26	12698	Target
k141_1136 flag=1 multi=546.0000 len=1718	Rhodococcus qingshengii	25	1718	Annotated
k141_920 flag=1 multi=691.0000 len=15285	Rhodococcus qingshengii	25	15285	Annotated
k141_221 flag=1 multi=105.0000 len=334	Salvelinus alpinus	35	334	Target
k141_921 flag=1 multi=320.0000 len=4403	Rhodococcus qingshengii	25	4403	Annotated
k141_329 flag=1 multi=129.0000 len=338	Variovorax paradoxus	13	338	Target
k141_2352 flag=1 multi=702.0000 len=15632	Rhodococcus qingshengii	24	15632	Annotated
k141_789 flag=1 multi=723.0000 len=30922	Rhodococcus qingshengii	25	30922	Annotated
k141_1169 flag=1 multi=690.0000 len=11062	Prescottella equi	26	11062	Target
k141_795 flag=1 multi=620.0000 len=7597	Rhodococcus qingshengii	33	7597	Annotated
k141_1947 flag=1 multi=676.0000 len=6097	Rhodococcus qingshengii	25	6097	Annotated
k141_1948 flag=1 multi=722.0000 len=2150	Rhodococcus qingshengii	25	2150	Annotated
k141_1232 flag=1 multi=605.0000 len=14766	Rhodococcus qingshengii	25	14766	Annotated
k141_1233 flag=1 multi=407.6211 len=463	Escherichia coli	93	463	Target
k141_1838 flag=1 multi=2734.0000 len=410	Influenza A virus	83	410	Target
k141_1845 flag=1 multi=1238.6352 len=374	NA	NA	374	Unannotated
k141_1139 flag=1 multi=1148.0000 len=1594	Rhodococcus qingshengii	12	1594	Annotated
k141_832 flag=1 multi=698.0000 len=6282	Prescottella equi	26	6282	Target
k141_833 flag=1 multi=662.0000 len=7959	Rhodococcus qingshengii	25	7959	Annotated
k141_635 flag=1 multi=207.0000 len=388	Bipolaris maydis	2	388	Target
k141_1237 flag=1 multi=152.0000 len=313	Rhodococcus qingshengii	25	313	Annotated
k141_368 flag=1 multi=791.0000 len=2290	Rhodococcus qingshengii	27	2290	Annotated
k141_2022 flag=1 multi=731.0000 len=22283	Rhodococcus qingshengii	26	22283	Annotated
k141_1990 flag=1 multi=275.0000 len=524	Rhodococcus qingshengii	25	524	Annotated
k141_1995 flag=1 multi=594.0000 len=1708	Rhodococcus qingshengii	25	1708	Annotated
k141_1888 flag=1 multi=652.0000 len=10802	Rhodococcus qingshengii	25	10802	Annotated
k141_1408 flag=1 multi=510.0000 len=2029	Rhodococcus qingshengii	25	2029	Annotated
k141_1922 flag=1 multi=377.0000 len=1137	Rhodococcus qingshengii	9	1137	Annotated
k141_1926 flag=1 multi=215.0000 len=392	Rhodococcus qingshengii	25	392	Annotated
k141_1470 flag=1 multi=539.0000 len=328	Escherichia coli	92	328	Target
k141_256 flag=1 multi=275.0000 len=706	Rhodococcus qingshengii	25	706	Annotated
k141_1179 flag=1 multi=428.0000 len=451	Rhodococcus qingshengii	25	451	Annotated
k141_2055 flag=1 multi=312.0000 len=3184	Rhodococcus qingshengii	24	3184	Annotated
k141_767 flag=1 multi=677.0000 len=13511	Prescottella equi	26	13511	Target
k141_1183 flag=1 multi=563.0000 len=1836	Rhodococcus qingshengii	25	1836	Annotated
k141_1186 flag=1 multi=147.0000 len=331	Rhodococcus qingshengii	24	331	Annotated
k141_1956 flag=1 multi=178.0000 len=400	Rhodococcus qingshengii	25	400	Annotated
k141_926 flag=1 multi=652.0000 len=5134	Burkholderia glumae	34	5134	Target
k141_661 flag=1 multi=735.0000 len=1744	Rhodococcus qingshengii	25	1744	Annotated
k141_800 flag=1 multi=646.0000 len=8571	Rhodococcus qingshengii	25	8571	Annotated
k141_2029 flag=1 multi=99.0000 len=309	Methylobacterium indicum	2	309	Target
k141_665 flag=1 multi=268.0000 len=318	Triticum aestivum	5	318	Target
k141_2033 flag=1 multi=602.0000 len=705	Rhodococcus qingshengii	30	705	Annotated
k141_2277 flag=1 multi=462.0000 len=499	Rhodococcus qingshengii	24	499	Annotated
k141_1999 flag=1 multi=825.0000 len=37080	Rhodococcus qingshengii	12	37080	Annotated
k141_2036 flag=1 multi=281.0000 len=1503	Rhodococcus qingshengii	25	1503	Annotated
k141_1620 flag=1 multi=344.0000 len=326	Rhodococcus qingshengii	25	326	Annotated
k141_1627 flag=1 multi=67.0000 len=315	uncultured bacterium	3	315	Target
k141_639 flag=1 multi=630.0000 len=2133	Rhodococcus qingshengii	25	2133	Annotated
k141_1784 flag=1 multi=338.0000 len=453	Rhodococcus qingshengii	25	453	Annotated
k141_1788 flag=1 multi=224.0000 len=334	Rhodococcus qingshengii	25	334	Annotated
k141_2060 flag=1 multi=752.0000 len=5672	Rhodococcus qingshengii	30	5672	Annotated
k141_1243 flag=1 multi=676.0000 len=6491	Rhodococcus qingshengii	25	6491	Annotated
k141_513 flag=1 multi=654.0000 len=5037	Rhodococcus qingshengii	25	5037	Annotated
k141_1331 flag=1 multi=669.0000 len=24293	Rhodococcus qingshengii	25	24293	Annotated
k141_1476 flag=1 multi=795.0000 len=818	Rhodococcus erythropolis	8	818	Annotated
k141_705 flag=1 multi=652.0000 len=4916	Rhodococcus qingshengii	25	4916	Annotated
k141_2285 flag=1 multi=23.0000 len=314	uncultured Solirubrobacteraceae bacterium	2	314	Target
k141_806 flag=1 multi=447.0000 len=1685	Rhodococcus erythropolis	8	1685	Annotated
k141_816 flag=1 multi=637.0000 len=1240	Rhodococcus qingshengii	25	1240	Annotated
k141_1251 flag=1 multi=448.0000 len=661	Rhodococcus qingshengii	28	661	Annotated
k141_519 flag=1 multi=695.0000 len=2403	Rhodococcus qingshengii	25	2403	Annotated
k141_1259 flag=1 multi=598.0000 len=349	NA	NA	349	Unannotated
k141_521 flag=1 multi=601.0000 len=2019	Mycobacterium avium subsp. paratuberculosis	28	2019	Target
k141_2297 flag=1 multi=842.0000 len=549	Rhodococcus qingshengii	25	549	Annotated
k141_2358 flag=1 multi=306.0000 len=321	Comamonas flocculans	1	321	Target
k141_2069 flag=1 multi=87.0000 len=416	Rhodococcus qingshengii	25	416	Annotated
k141_2360 flag=3 multi=50.2618 len=332	Gordonia sp. w5E2	1	332	Target
k141_2328 flag=1 multi=662.0000 len=45884	Clavibacter michiganensis	24	45884	Target
k141_2369 flag=3 multi=284.9103 len=453	NA	NA	453	Unannotated
k141_2111 flag=1 multi=272.0000 len=3093	Rhodococcus qingshengii	25	3093	Annotated
k141_1491 flag=1 multi=745.0000 len=5587	Rhodococcus qingshengii	25	5587	Annotated
k141_1494 flag=1 multi=532.0000 len=465	Rhodococcus qingshengii	25	465	Annotated
k141_152 flag=1 multi=397.0000 len=316	Nilaparvata lugens	5	316	Target
k141_159 flag=1 multi=214.0000 len=353	Ralstonia insidiosa	1	353	Target
k141_1795 flag=1 multi=259.0000 len=320	Rhodococcus qingshengii	25	320	Annotated
k141_171 flag=1 multi=270.0000 len=1198	Rhodococcus qingshengii	25	1198	Annotated
k141_1789 flag=1 multi=729.0000 len=4275	Rhodococcus qingshengii	25	4275	Annotated
k141_1198 flag=1 multi=604.0000 len=8963	Rhodococcus qingshengii	12	8963	Annotated
k141_708 flag=1 multi=130.0000 len=307	NA	NA	307	Unannotated
k141_1506 flag=1 multi=391.0000 len=491	Rhodococcus qingshengii	25	491	Annotated
k141_1225 flag=1 multi=72.0000 len=496	Salvelinus fontinalis	30	496	Target
k141_78 flag=1 multi=313.0000 len=314	NA	NA	314	Unannotated
k141_43 flag=1 multi=622.0000 len=1106	Rhodococcus qingshengii	25	1106	Annotated
k141_84 flag=1 multi=506.0000 len=482	Mycolicibacterium smegmatis	18	482	Target
k141_52 flag=1 multi=587.0000 len=1436	Rhodococcus qingshengii	25	1436	Annotated
k141_97 flag=1 multi=253.0000 len=1484	Rhodococcus qingshengii	25	1484	Annotated
k141_1506 flag=1 multi=391.0000 len=491	Rhodococcus qingshengii	25	491	Annotated
k141_1225 flag=1 multi=72.0000 len=496	Salvelinus fontinalis	30	496	Target
k141_78 flag=1 multi=313.0000 len=314	NA	NA	314	Unannotated
k141_43 flag=1 multi=622.0000 len=1106	Rhodococcus qingshengii	25	1106	Annotated
k141_84 flag=1 multi=506.0000 len=482	Mycolicibacterium smegmatis	18	482	Target
k141_52 flag=1 multi=587.0000 len=1436	Rhodococcus qingshengii	25	1436	Annotated
k141_97 flag=1 multi=253.0000 len=1484	Rhodococcus qingshengii	25	1484	Annotated
k141_897 flag=1 multi=45.0000 len=359	Brucella anthropi	11	359	Target
k141_55 flag=1 multi=652.0000 len=2445	Rhodococcus qingshengii	25	2445	Annotated
k141_425 flag=1 multi=142.0000 len=351	NA	NA	351	Unannotated
k141_1595 flag=1 multi=713.0000 len=941	Rhodococcus qingshengii	25	941	Annotated
k141_1512 flag=1 multi=524.0000 len=383	Aspergillus tanneri	1	383	Target
k141_2196 flag=1 multi=521.0000 len=1655	Rhodococcus qingshengii	25	1655	Annotated
k141_2192 flag=1 multi=617.0000 len=6805	Rhodococcus qingshengii	25	6805	Annotated
k141_1542 flag=1 multi=351.0000 len=2312	Rhodococcus qingshengii	27	2312	Annotated
k141_1547 flag=1 multi=199.0000 len=411	Rhodococcus globerulus	2	411	Annotated
k141_1081 flag=1 multi=235.0000 len=561	Rhodococcus qingshengii	15	561	Annotated
k141_1010 flag=1 multi=1211.0000 len=317	Rhodococcus erythropolis	12	317	Annotated
k141_745 flag=1 multi=21.0000 len=318	Bosea sp. (in: a-proteobacteria)	1	318	Target
k141_1011 flag=1 multi=38.0000 len=353	NA	NA	353	Unannotated
k141_525 flag=1 multi=184.0000 len=412	Equine infectious anemia virus	17	412	Target
k141_672 flag=1 multi=4108.0000 len=477	NA	NA	477	Unannotated
k141_348 flag=1 multi=281.0000 len=330	NA	NA	330	Unannotated
k141_1014 flag=1 multi=708.0000 len=13764	Rhodococcus qingshengii	25	13764	Annotated
k141_1120 flag=1 multi=778.0000 len=530	Rhodococcus qingshengii	34	530	Annotated
k141_725 flag=1 multi=665.0000 len=1285	Rhodococcus qingshengii	26	1285	Annotated
k141_855 flag=1 multi=219.0000 len=953	Rhodococcus qingshengii	8	953	Annotated
k141_860 flag=1 multi=148.0000 len=378	Rhodococcus qingshengii	25	378	Annotated
k141_727 flag=1 multi=686.0000 len=10660	Rhodococcus qingshengii	26	10660	Annotated
k141_102 flag=1 multi=239.0000 len=561	Rhodococcus qingshengii	15	561	Annotated
k141_729 flag=1 multi=58.0000 len=301	Kocuria rosea	5	301	Target
k141_190 flag=1 multi=66.0000 len=426	Roseomonas mucosa	7	426	Target
k141_1301 flag=1 multi=186.0000 len=398	Rhodococcus qingshengii	25	398	Annotated
k141_1750 flag=1 multi=656.0000 len=1994	Rhodococcus qingshengii	25	1994	Annotated
k141_2305 flag=1 multi=643.0000 len=5049	Rhodococcus qingshengii	25	5049	Annotated
k141_2303 flag=1 multi=127.0000 len=765	Streptomyces albidoflavus	30	765	Target
k141_1348 flag=1 multi=168.0000 len=1500	Rhodococcus qingshengii	25	1500	Annotated
k141_985 flag=1 multi=236.0000 len=449	Rhodococcus qingshengii	25	449	Annotated
k141_980 flag=1 multi=954.0000 len=5986	Rhodococcus qingshengii	25	5986	Annotated
k141_2153 flag=1 multi=569.0000 len=1636	Rhodococcus qingshengii	9	1636	Annotated
k141_63 flag=1 multi=641.0000 len=4886	Rhodococcus qingshengii	25	4886	Annotated
k141_1928 flag=1 multi=192.0000 len=329	Rhodococcus qingshengii	25	329	Annotated
k141_825 flag=1 multi=827.0000 len=356	Rhodococcus erythropolis	9	356	Annotated
k141_129 flag=1 multi=51.0000 len=332	NA	NA	332	Unannotated
k141_1936 flag=1 multi=310.0000 len=308	uncultured Pseudomonadota bacterium	2	308	Target
k141_597 flag=1 multi=210.0000 len=408	Rhodococcus qingshengii	25	408	Annotated
k141_137 flag=1 multi=137.0000 len=486	Oncorhynchus keta	66	486	Target
k141_1307 flag=1 multi=672.0000 len=6676	Rhodococcus qingshengii	24	6676	Annotated
k141_1350 flag=1 multi=73.0000 len=316	Roseomonas mucosa	9	316	Target
k141_640 flag=1 multi=715.0000 len=14403	Rhodococcus qingshengii	25	14403	Annotated
k141_1722 flag=1 multi=643.0000 len=310	NA	NA	310	Unannotated
k141_1717 flag=1 multi=447.0000 len=780	Rhodococcus qingshengii	24	780	Annotated
k141_575 flag=1 multi=695.0000 len=7050	Rhodococcus qingshengii	25	7050	Annotated
k141_747 flag=1 multi=1259.0000 len=417	Rhodococcus qingshengii	24	417	Annotated
k141_571 flag=1 multi=586.0000 len=836	Rhodococcus qingshengii	25	836	Annotated
k141_1216 flag=1 multi=116.0000 len=537	Rhodococcus qingshengii	25	537	Annotated
k141_1715 flag=1 multi=661.0000 len=9717	Rhodococcus qingshengii	25	9717	Annotated
k141_1565 flag=1 multi=302.0000 len=1022	Rhodococcus qingshengii	15	1022	Annotated
k141_1377 flag=1 multi=682.0000 len=681	Mycolicibacterium smegmatis	16	681	Target
k141_1432 flag=1 multi=391.0000 len=9517	Rhodococcus qingshengii	23	9517	Annotated
k141_74 flag=1 multi=672.0000 len=2993	Rhodococcus qingshengii	25	2993	Annotated
k141_68 flag=1 multi=229.0000 len=642	Rhodococcus qingshengii	24	642	Annotated
k141_353 flag=1 multi=678.0000 len=1174	Rhodococcus qingshengii	25	1174	Annotated
k141_839 flag=1 multi=622.0000 len=2823	Rhodococcus qingshengii	25	2823	Annotated
k141_2132 flag=1 multi=765.0000 len=625	Rhodococcus qingshengii	25	625	Annotated
k141_317 flag=1 multi=263.0000 len=560	Rhodococcus qingshengii	25	560	Annotated
k141_1062 flag=1 multi=599.0000 len=873	Rhodococcus qingshengii	25	873	Annotated
k141_1058 flag=1 multi=532.0000 len=345	NA	NA	345	Unannotated
k141_616 flag=1 multi=608.0000 len=346	Rhodococcus qingshengii	15	346	Annotated
k141_269 flag=1 multi=1.0000 len=324	NA	NA	324	Unannotated
k141_275 flag=1 multi=793.0000 len=424	NA	NA	424	Unannotated
k141_1679 flag=1 multi=713.0000 len=3818	Rhodococcus qingshengii	25	3818	Annotated
k141_282 flag=1 multi=219.0000 len=633	Rhodococcus qingshengii	15	633	Annotated
k141_288 flag=1 multi=421.0000 len=433	Rhodococcus qingshengii	9	433	Annotated
k141_1024 flag=1 multi=224.0000 len=314	Rhodococcus qingshengii	25	314	Annotated
k141_1685 flag=1 multi=250.0000 len=465	NA	NA	465	Unannotated
k141_2009 flag=1 multi=729.0000 len=3309	Lacticaseibacillus rhamnosus	30	3309	Target
k141_1218 flag=1 multi=726.0000 len=2238	Rhodococcus qingshengii	26	2238	Annotated
k141_1123 flag=1 multi=365.0000 len=1717	Rhodococcus qingshengii	25	1717	Annotated
k141_2306 flag=1 multi=704.0000 len=9276	Rhodococcus qingshengii	25	9276	Annotated
k141_149 flag=1 multi=431.0000 len=326	Rhodococcus qingshengii	25	326	Annotated
k141_230 flag=1 multi=95.0000 len=454	Rhodococcus qingshengii	25	454	Annotated
