query	subject	cov	similarity
NC_002645.1	NC_028752.1	99.809642	92.452887
NC_002649.1	NC_049973.1	81.821194	77.501298
NC_002654.2	NC_003094.2	99.817359	99.171402
NC_002656.1	NC_023739.1	88.007913	94.145466
NC_002657.1	NC_038912.1	100.000000	97.984000
NC_002661.2	NC_055046.1	92.699455	97.231738
NC_002665.1	NC_001350.1	22.747605	67.385627
NC_002666.1	NC_002703.1	32.365355	96.477166
NC_002667.1	NC_002796.1	48.171344	90.758701
NC_002667.1	NC_056724.1	48.171344	90.758701
NC_002668.1	NC_002667.1	31.475818	90.252825
NC_002685.2	NC_020074.1	91.310182	79.524314
NC_002686.2	NC_001348.1	50.601039	68.470168
NC_002687.1	NC_011183.1	3.157992	68.279323
NC_002690.1	NC_033265.1	30.961298	67.371596
NC_002691.1	NC_003692.1	12.050898	78.261317
NC_002692.1	NC_001367.1	100.000000	79.588000
NC_002700.2	NC_073857.1	1.546392	74.242000
NC_002701.1	NC_001964.1	2.108996	71.930000
NC_002702.1	AC_000009.1	100.000000	100.000000
NC_002703.1	NC_002747.1	59.571805	91.142321
NC_002728.1	NC_001906.3	80.839636	75.785856
NC_002729.1	NC_077162.1	73.762242	68.541078
NC_002730.1	NC_005344.1	47.303966	94.603432
NC_002738.1	NC_003854.1	27.435610	80.100024
NC_002743.1	NC_009560.1	52.492669	66.316000
NC_002747.1	NC_002703.1	59.686197	91.167271
NC_002766.1	NC_004756.1	63.763850	78.564000
NC_002786.2	NC_015522.1	93.449576	77.394097
NC_002792.2	NC_001873.1	100.000000	86.771000
NC_002794.1	NC_003521.1	20.285001	70.078049
NC_002795.1	NC_010538.1	56.717108	67.110167
NC_002796.1	NC_056724.1	100.000000	100.000000
NC_002797.1	NC_003710.1	97.369894	82.198000
NC_002800.1	NC_003711.1	60.378549	69.318391
NC_002803.1	NC_025376.1	99.863871	73.306000
NC_002815.2	NC_006059.1	96.628364	73.918992
NC_002816.1	NC_005068.1	60.170040	69.762571
NC_002817.1	NC_004675.1	100.000000	83.640000
NC_002981.1	NC_038994.1	100.000000	89.409000
NC_002984.1	NC_004645.1	100.000000	83.082000
NC_002985.1	NC_004646.1	72.961538	75.296149
NC_002990.1	NC_002350.1	96.988346	70.435000
NC_002991.1	NC_040507.1	55.918481	68.769380
NC_003003.1	NC_005289.1	78.877500	65.606349
NC_003004.1	NC_005290.1	75.658442	64.418510
NC_003005.1	NC_018570.2	79.843214	69.688153
NC_003006.1	NC_003017.1	8.616309	70.322858
NC_003007.1	NC_047887.1	1.232742	78.846000
NC_003008.1	NC_001962.1	0.765111	93.333000
NC_003009.1	NC_035460.1	2.246181	76.000000
NC_003010.1	NC_028094.1	1.487813	79.592000
NC_003011.1	NC_029997.2	2.187325	84.615000
NC_003012.1	NA	NA	NA
NC_003013.1	NC_027293.1	3.120000	84.615000
NC_003013.1	NC_028247.1	3.120000	84.615000
NC_003013.1	NC_041977.1	3.120000	84.615000
NC_003013.1	NC_042017.1	3.120000	84.615000
NC_003013.1	NC_042075.1	3.120000	84.615000
NC_003013.1	NC_042076.1	3.120000	84.615000
NC_003014.1	NC_024697.1	4.820333	80.000000
NC_003015.1	NA	NA	NA
NC_003016.1	NA	NA	NA
NC_003017.1	NC_003006.1	9.680768	70.322858
NC_003018.1	NC_075036.1	1.378055	77.778000
NC_003019.1	NA	NA	NA
NC_003020.1	NC_027923.1	1.332866	84.211000
NC_003021.1	NC_009240.1	2.399554	81.818000
NC_003022.1	NA	NA	NA
NC_003023.1	NC_049444.1	2.252252	90.000000
NC_003023.1	NC_049467.1	2.252252	90.000000
NC_003024.1	NA	NA	NA
NC_003025.1	NC_047752.1	4.131356	82.051000
NC_003027.1	NC_004002.1	99.820923	96.881526
NC_003031.1	NC_008017.1	95.707038	74.060123
NC_003038.1	NC_024451.1	43.266724	69.717236
NC_003045.1	NC_006213.1	98.978342	96.458795
NC_003050.2	NC_070925.1	89.937388	96.718337
NC_003054.1	NC_025247.1	96.046129	73.450000
NC_003056.1	NC_003369.1	74.491714	71.462755
NC_003059.1	NC_029853.1	12.661051	68.739602
NC_003083.1	NC_005137.2	83.437057	74.152228
NC_003084.1	NC_055453.1	0.614307	71.752597
NC_003085.1	NC_070955.1	0.658134	70.791847
NC_003092.2	NC_026509.1	42.374499	67.412832
NC_003093.1	NC_026592.1	93.267196	74.344422
NC_003094.2	NC_002654.2	100.000000	99.177798
NC_003102.1	NC_038369.1	95.193122	83.650300
NC_003113.1	NC_005092.1	99.124103	82.309000
NC_003138.2	NC_030205.1	16.632542	66.588269
NC_003157.5	NC_004587.1	96.960980	99.998000
NC_003158.2	NC_074651.1	43.251273	85.722123
NC_003199.1	NC_031760.1	100.000000	97.390000
NC_003200.1	NC_075097.1	100.000000	95.790000
NC_003203.1	NC_003523.1	100.000000	81.973000
NC_003214.2	NC_010537.1	49.652812	71.704564
NC_003215.1	NC_075016.1	93.025695	69.601309
NC_003216.1	NC_028929.1	61.338590	88.227125
NC_003219.1	NC_003220.1	32.182104	94.113132
NC_003220.1	NC_003219.1	10.686085	93.960099
NC_003224.1	NC_003397.1	76.404963	68.203772
NC_003225.3	NC_075105.1	98.016076	99.859462
NC_003243.1	NC_031988.1	97.157841	75.738681
NC_003264.1	NC_003463.1	100.000000	69.906000
NC_003266.2	NC_017825.1	99.113741	92.431927
NC_003278.1	NC_055793.1	88.690275	96.981735
NC_003287.2	NC_074765.1	100.000000	99.766000
NC_003288.1	NC_028915.1	77.844061	95.185162
NC_003291.2	NC_021539.2	91.357861	91.039684
NC_003298.1	NC_047867.1	100.000000	99.948000
NC_003299.1	NC_049465.1	0.609843	81.395000
NC_003300.1	NC_003301.1	0.991352	85.714000
NC_003301.1	NC_003300.1	1.535088	85.714000
NC_003309.1	NC_005284.1	76.692335	94.882565
NC_003310.1	NC_003663.2	99.391947	94.305035
NC_003311.2	NC_055051.1	100.000000	97.345424
NC_003313.1	NC_010275.2	100.000000	99.976458
NC_003315.1	NC_001697.1	89.716897	93.940798
NC_003323.1	NC_011546.1	99.562682	77.204000
NC_003324.1	NC_070876.1	48.510868	71.921801
NC_003326.1	NC_075086.1	94.363636	84.986527
NC_003327.2	NC_055051.1	99.825632	97.538068
NC_003345.2	NC_004927.2	94.499949	98.895773
NC_003346.1	NC_004287.1	100.000000	99.586000
NC_003347.1	NC_031692.1	45.676891	68.337385
NC_003348.1	NC_018074.1	78.537886	68.340533
NC_003355.1	NC_004422.1	99.872976	84.805000
NC_003356.1	NC_031940.1	40.321785	73.779162
NC_003357.1	NC_005031.1	100.000000	85.192000
NC_003369.1	NC_003056.1	73.423877	71.455806
NC_003375.1	NC_022961.1	75.923788	70.389156
NC_003376.1	NC_025789.1	70.588935	74.299687
NC_003377.1	NC_004035.1	90.730426	73.406715
NC_003378.1	NC_015228.1	41.521823	67.183962
NC_003379.1	NC_015553.1	48.203593	72.486815
NC_003380.1	NC_003798.1	13.636364	93.333000
NC_003381.1	NC_038382.1	99.810529	77.751000
NC_003382.1	NC_055481.1	49.927239	69.470466
NC_003387.1	NC_028759.1	95.266777	93.411680
NC_003389.1	NC_006966.1	81.159272	72.119888
NC_003390.2	NC_029031.1	37.621853	70.948361
NC_003391.1	NC_055231.1	98.060461	94.170264
NC_003397.1	NC_006262.1	88.861089	70.242111
NC_003398.1	NC_032912.1	90.819091	75.089003
NC_003399.1	NC_030391.1	82.839983	68.270002
NC_003400.1	NC_010416.1	86.886185	77.624341
NC_003401.1	NC_007016.1	97.972614	91.744874
NC_003403.1	NC_007067.1	100.000000	85.578000
NC_003405.1	NC_014896.1	100.000000	94.322000
NC_003410.1	NC_008375.1	87.243852	70.479940
NC_003412.1	NC_043232.1	66.093366	66.728000
NC_003414.1	NC_075137.1	72.867647	80.217190
NC_003417.1	NC_043403.1	92.752607	68.195444
NC_003418.1	NC_010818.1	100.000000	87.436000
NC_003433.1	NC_003930.1	99.991597	91.162000
NC_003434.1	NC_026761.1	100.000000	88.142000
NC_003436.1	NC_054003.1	85.995077	73.213420
NC_003438.1	NC_040329.1	7.894142	70.297395
NC_003443.1	NC_006428.1	79.266266	70.026669
NC_003444.1	NC_021857.1	68.285052	96.177082
NC_003445.1	NC_079041.1	34.891984	66.359037
NC_003446.1	NC_003445.1	20.964584	97.113654
NC_003448.1	NC_013458.1	100.000000	83.071000
NC_003449.1	NC_024493.1	100.000000	98.381000
NC_003451.1	NC_040435.1	21.701749	71.167619
NC_003452.1	NC_025478.1	28.494176	64.865000
NC_003453.1	NC_003452.1	8.037019	92.121000
NC_003460.1	NC_028747.1	0.930393	77.778000
NC_003460.1	NC_051729.1	0.930393	77.778000
NC_003461.1	NC_075392.1	90.775641	73.245214
NC_003462.2	NC_018714.1	99.989284	77.554000
NC_003463.1	NC_028131.1	99.673203	67.449000
NC_003464.1	NC_004362.1	74.856157	66.512408
NC_003465.1	NC_004363.1	54.145686	74.830000
NC_003466.1	NC_038373.1	83.270978	78.023323
NC_003467.2	NC_038506.1	100.000000	74.838000
NC_003468.2	NC_034553.1	100.000000	76.837000
NC_003469.1	NC_003672.1	8.996815	66.681858
NC_003470.1	NC_040496.1	71.972477	68.185000
NC_003471.1	NC_040495.1	51.428571	66.865064
NC_003473.1	NC_038810.1	72.837209	72.020822
NC_003474.1	NC_038815.1	45.637584	78.697071
NC_003475.1	NC_038813.1	33.207547	74.641574
NC_003476.1	NC_010314.1	47.566575	74.671301
NC_003477.1	NC_038809.1	90.275049	67.259000
NC_003478.1	NC_003520.1	34.450063	65.108000
NC_003479.1	NC_038816.1	89.288929	83.686442
NC_003480.1	NC_025481.1	40.661479	67.253081
NC_003481.1	NC_043400.1	43.660687	70.908637
NC_003482.1	NC_028145.1	1.929625	73.529000
NC_003483.1	NC_028144.1	40.071606	67.368971
NC_003487.1	NC_004452.3	51.648060	70.887978
NC_003491.1	NC_004756.1	82.960503	78.664748
NC_003492.1	NC_003536.1	89.141838	69.794526
NC_003493.2	NC_011058.1	100.000000	85.544000
NC_003494.1	NC_027778.1	5.867352	66.850004
NC_003495.1	NC_078627.1	57.154560	68.515971
NC_003496.1	NC_078628.1	80.433695	67.840859
NC_003497.1	NA	NA	NA
NC_003498.1	NC_001497.2	39.422592	68.010343
NC_003499.1	NC_077021.1	62.112312	68.725838
NC_003500.3	NC_030452.1	88.410666	90.247460
NC_003501.1	NC_005136.1	33.116212	66.579756
NC_003502.1	NC_003509.1	21.592506	94.581019
NC_003504.1	NC_038475.1	100.000000	87.002000
NC_003505.1	NC_060104.1	75.194401	75.613427
NC_003509.1	NC_015492.1	28.725198	67.479102
NC_003510.1	NC_003520.1	66.799933	67.782834
NC_003511.1	NC_003518.1	11.191212	75.188521
NC_003512.1	NC_003725.1	60.933175	65.966000
NC_003513.1	NC_039227.1	15.757576	75.553308
NC_003514.1	NC_039226.1	100.000000	77.179000
NC_003515.1	NC_039225.1	88.001736	69.219032
NC_003516.1	NC_039224.1	13.416009	73.790000
NC_003517.1	NC_039227.1	75.290102	69.815952
NC_003518.1	NC_003724.1	12.072959	66.200000
NC_003519.1	NC_003512.1	44.725458	67.371000
NC_003520.1	NC_003510.1	68.906411	67.805994
NC_003521.1	NC_006273.2	60.454940	75.823464
NC_003523.1	NC_003203.1	100.000000	81.973000
NC_003524.1	NC_017978.1	19.670517	71.226978
NC_003529.1	NC_004117.1	96.160196	87.178546
NC_003530.1	NC_003806.1	59.401042	71.256000
NC_003531.1	NC_003775.1	51.888810	68.396646
NC_003532.1	NC_001554.1	85.104585	82.812579
NC_003533.1	NC_011362.1	13.354037	81.395000
NC_003534.1	NC_001492.1	70.192692	69.302542
NC_003535.1	NC_011643.1	76.892529	69.041523
NC_003536.1	NC_003492.1	88.637312	69.794446
NC_003537.1	NC_043532.1	78.222754	67.673131
NC_003538.1	NC_002030.1	100.000000	72.703000
NC_003539.1	NC_001464.1	29.929577	89.412000
NC_003540.1	NA	NA	NA
NC_003541.1	NC_007000.2	55.587599	68.362401
NC_003542.1	NC_007001.1	71.329959	65.195330
NC_003543.1	NC_002026.1	92.336802	66.879000
NC_003544.1	NC_078627.1	31.350482	67.145554
NC_003545.1	NC_003496.1	36.797045	67.045449
NC_003546.1	NC_009536.1	100.000000	68.666000
NC_003547.1	NC_039074.1	90.735786	78.729617
NC_003548.1	NC_003833.1	100.000000	76.945000
NC_003549.1	NC_022004.1	57.683817	65.475372
NC_003550.1	NC_043385.1	32.145935	64.648057
NC_003553.1	NC_003777.1	100.000000	85.523000
NC_003554.1	NC_004036.1	39.054630	70.065094
NC_003555.1	NA	NA	NA
NC_003556.1	NC_043418.1	100.000000	92.356563
NC_003557.1	NC_076633.1	63.661366	69.417548
NC_003558.1	NC_003639.1	100.000000	84.190000
NC_003559.1	NC_003641.1	99.399399	78.000000
NC_003560.1	NC_003648.1	100.000000	91.426000
NC_003561.1	NC_003642.1	99.397590	77.205000
NC_003562.1	NC_003645.1	64.415323	71.669000
NC_003563.1	NC_003646.1	100.000000	81.121000
NC_003564.1	NC_013100.1	55.098039	69.535000
NC_003565.1	NC_003647.1	99.802956	85.938000
NC_003566.1	NC_003643.1	100.000000	77.602000
NC_003567.1	NC_075123.1	100.000000	97.815000
NC_003568.1	NC_011809.1	100.000000	80.668000
NC_003569.1	NC_009537.1	100.000000	86.579000
NC_003570.1	NC_011807.1	98.963283	82.292000
NC_003601.1	NC_002063.1	99.867500	77.683000
NC_003602.1	NC_016404.1	39.505198	65.769238
NC_003603.1	NC_024808.1	77.531724	75.783899
NC_003604.2	NC_035202.1	43.803564	67.725639
NC_003605.1	NC_077104.1	47.460317	66.213217
NC_003606.1	NC_013261.1	82.257900	68.962045
NC_003607.2	NC_014823.1	44.506662	65.302308
NC_003608.1	NC_003821.3	27.793403	68.220215
NC_003609.1	NC_029994.1	100.000000	89.398971
NC_003610.1	NC_003878.1	99.861836	83.876000
NC_003611.1	NC_011590.1	27.734375	86.179465
NC_003612.1	NC_001920.1	100.000000	80.800000
NC_003613.1	NC_027432.1	99.729730	79.576000
NC_003614.1	NC_003832.1	100.000000	81.141000
NC_003615.1	NC_017939.1	99.850177	80.861000
NC_003616.1	NC_027720.1	83.346742	68.759810
NC_003617.1	NC_013258.1	23.527963	65.848640
NC_003618.1	NC_013259.1	21.451411	65.885132
NC_003619.1	NC_003843.1	87.569513	79.453396
NC_003620.1	NC_008303.1	100.000000	77.967000
NC_003621.1	NC_018384.1	74.352623	67.386389
NC_003622.1	NC_078656.1	79.603439	66.958088
NC_003623.1	NC_006056.1	97.005829	71.501000
NC_003624.1	NC_015467.1	58.288770	64.935744
NC_003625.1	NC_027718.1	98.256609	70.708357
NC_003626.1	NC_076854.1	10.175794	67.275266
NC_003627.1	NC_021705.2	21.703854	67.704705
NC_003628.1	NC_038320.1	86.627495	69.940347
NC_003629.1	NC_074968.1	99.964949	97.177000
NC_003630.1	NC_030229.1	100.000000	79.617000
NC_003631.1	NC_077214.1	2.739726	87.500000
NC_003632.1	NC_008251.1	40.529820	65.560972
NC_003633.1	NC_033231.1	27.588721	66.621996
NC_003634.1	NC_077008.1	71.976622	67.624128
NC_003635.1	NC_026620.1	84.971698	66.997395
NC_003636.1	NA	NA	NA
NC_003637.1	NC_001553.1	100.000000	75.926000
NC_003638.1	NC_023875.1	97.914598	81.854000
NC_003639.1	NC_003558.1	100.000000	84.190000
NC_003640.1	NC_039000.1	97.600000	75.481000
NC_003641.1	NC_003559.1	99.494949	78.000000
NC_003642.1	NC_003561.1	99.494439	77.205000
NC_003643.1	NC_003566.1	100.000000	77.701000
NC_003644.1	NC_038908.1	49.643221	73.203889
NC_003645.1	NC_013097.1	79.796954	71.186706
NC_003646.1	NC_003563.1	100.000000	81.121000
NC_003647.1	NC_003565.1	99.804305	85.938000
NC_003648.1	NC_003560.1	100.000000	91.426000
NC_003649.1	NC_025482.1	20.839492	68.221108
NC_003650.1	NC_078670.1	42.997947	65.410000
NC_003651.1	NC_025484.1	14.629560	69.656887
NC_003652.1	NC_049383.1	3.426573	80.392000
NC_003653.1	NC_020104.1	4.827969	71.739000
NC_003654.1	NC_008733.1	10.202687	64.317000
NC_003655.1	NC_079139.1	1.795284	88.059672
NC_003656.1	NC_005030.2	1.358913	80.392000
NC_003657.1	NC_013797.1	1.123596	82.500000
NC_003658.1	NC_032161.1	1.604902	80.000000
NC_003659.1	NC_015464.1	1.515152	80.000000
NC_003659.1	NC_031909.1	1.515152	80.000000
NC_003660.1	NC_021312.1	2.457372	83.673000
NC_003661.1	NC_014637.1	4.573171	84.242320
NC_003663.2	NC_055231.1	99.138081	95.045911
NC_003664.1	NC_018457.1	100.000000	80.038000
NC_003665.1	NC_017002.1	89.778469	79.389283
NC_003668.1	NC_004730.1	55.506217	74.699748
NC_003669.1	NC_002036.1	76.581722	69.626981
NC_003670.1	NC_001368.1	34.352418	69.964170
NC_003671.1	NC_003673.1	10.623462	84.411000
NC_003672.1	NC_004729.1	100.000000	78.285000
NC_003673.1	NC_003674.1	10.549872	88.981115
NC_003674.1	NC_003673.1	12.285192	88.988048
NC_003675.1	NC_004119.1	83.619329	66.601158
NC_003676.1	NC_003675.1	46.787268	66.710214
NC_003678.1	NC_077023.1	91.969529	69.932729
NC_003679.1	NC_018713.1	100.000000	72.498000
NC_003680.1	NC_004666.1	99.791390	90.522000
NC_003681.1	NC_003882.1	68.951613	86.645632
NC_003682.1	NC_012805.1	100.000000	79.070000
NC_003683.1	NC_012805.1	64.560440	91.959000
NC_003687.1	NC_027709.1	99.464895	69.998000
NC_003688.1	NC_010809.1	87.193509	74.487345
NC_003689.1	NC_040568.1	69.118245	69.270153
NC_003690.1	NC_001672.1	99.524810	74.859484
NC_003691.1	NC_033311.1	2.623713	75.949000
NC_003692.1	NC_002691.1	12.280702	78.261317
NC_003693.1	NC_043684.1	98.736756	74.750669
NC_003694.1	NC_004440.1	95.581296	69.022000
NC_003696.1	NC_004181.1	100.000000	75.304000
NC_003697.1	NC_004182.1	93.619725	76.391000
NC_003698.1	NC_004183.1	100.000000	71.018000
NC_003699.1	NC_004184.1	100.000000	70.888000
NC_003700.1	NC_004185.1	98.707256	68.807599
NC_003701.1	NC_004187.1	64.233242	69.617367
NC_003702.1	NC_004186.1	39.036933	71.856438
NC_003703.1	NC_004188.1	100.000000	69.058000
NC_003704.1	NC_004180.1	100.000000	72.399000
NC_003705.1	NC_004189.1	99.733901	73.962000
NC_003706.1	NC_004191.1	99.800399	71.400000
NC_003707.1	NC_004190.1	100.000000	71.720000
NC_003708.1	NC_038888.1	92.823315	73.352000
NC_003709.1	NC_029803.1	48.601526	66.886000
NC_003710.1	NC_002797.1	97.585626	82.198000
NC_003711.1	NC_002800.1	59.404097	69.318391
NC_003714.1	NC_042070.1	100.000000	83.463000
NC_003715.1	NC_042068.1	99.388139	80.467331
NC_003716.1	NC_042069.1	23.923209	71.052979
NC_003722.1	NC_016965.1	100.000000	90.101000
NC_003723.1	NC_029034.2	89.326493	73.029384
NC_003724.1	NC_029035.2	51.148692	72.314296
NC_003725.1	NC_029037.2	93.016194	76.813861
NC_003728.1	NC_037571.1	100.000000	87.657000
NC_003729.1	NC_037570.1	100.000000	87.161000
NC_003730.1	NC_037574.1	99.817601	85.304000
NC_003731.1	NC_077722.1	99.684211	86.484000
NC_003732.1	NC_077723.1	100.000000	87.552000
NC_003733.1	NC_014713.1	100.000000	78.702000
NC_003734.1	NC_037578.1	100.000000	87.988000
NC_003735.1	NC_037572.1	100.000000	86.149000
NC_003736.1	NC_028465.1	100.000000	85.272000
NC_003737.1	NC_037573.1	100.000000	84.505000
NC_003737.1	NC_077730.1	100.000000	84.505000
NC_003738.1	NC_043385.1	72.650296	69.097462
NC_003739.1	NC_034408.1	28.886034	66.395839
NC_003740.1	NA	NA	NA
NC_003741.1	NC_022004.1	57.898226	66.766985
NC_003742.1	NC_055585.1	33.240195	64.933016
NC_003743.1	NC_016038.2	88.760858	86.821949
NC_003744.1	NC_010352.1	99.202321	76.028958
NC_003745.1	NC_032106.1	100.000000	75.462000
NC_003746.1	NC_055484.1	57.833642	67.615228
NC_003747.2	NC_027198.1	36.158594	70.030487
NC_003748.1	NC_016014.1	30.801577	63.591645
NC_003749.1	NC_035935.1	2.026500	78.205000
NC_003750.1	NC_048102.1	1.050420	82.500000
NC_003751.1	NC_040699.1	1.189511	81.818000
NC_003752.1	NC_015288.1	1.344460	93.103000
NC_003753.1	NC_038752.1	68.938340	72.470885
NC_003754.1	NC_038751.1	50.739898	66.462416
NC_003755.1	NC_036597.1	56.778149	70.891975
NC_003756.1	NC_003806.1	99.922879	83.860000
NC_003757.1	NA	NA	NA
NC_003758.1	NC_016155.1	1.462905	92.857000
NC_003759.1	NC_003444.1	1.565996	80.952000
NC_003760.1	NC_078276.1	2.534854	82.500000
NC_003761.1	NC_028802.1	1.577998	88.889000
NC_003762.1	NC_038948.1	16.700694	70.494623
NC_003763.1	NC_047812.1	1.709943	92.593000
NC_003764.1	NC_012542.1	26.556908	66.037714
NC_003765.1	NA	NA	NA
NC_003766.1	NA	NA	NA
NC_003767.1	NC_070999.1	2.799228	89.655000
NC_003768.1	NC_027925.1	2.532833	92.593000
NC_003769.1	NC_055726.1	2.409639	96.429000
NC_003770.1	NA	NA	NA
NC_003771.1	NC_027808.1	5.780800	74.208077
NC_003772.1	NC_012537.1	3.974961	75.590079
NC_003773.1	NC_012535.1	46.743555	66.800211
NC_003774.1	NC_012536.1	15.603645	64.621000
NC_003775.1	NC_003807.1	99.930939	83.471000
NC_003776.1	NC_038754.1	57.627796	68.791898
NC_003777.1	NC_003553.1	100.000000	85.523000
NC_003778.1	NC_003872.1	32.789700	74.163482
NC_003779.1	NC_003782.1	5.342730	71.977515
NC_003780.1	NC_033093.1	66.945690	68.607223
NC_003781.1	NC_027917.1	4.207254	72.935010
NC_003782.1	NC_025219.1	8.603774	69.872118
NC_003783.1	NC_003784.1	6.059933	68.916995
NC_003784.1	NC_033437.1	7.380117	70.035342
NC_003785.2	NC_003786.2	16.087724	88.608913
NC_003786.2	NC_003785.2	20.284431	88.590649
NC_003787.1	NC_006271.1	80.739871	68.134915
NC_003788.1	NC_006272.1	81.412530	69.047000
NC_003790.1	NC_012437.1	10.394110	67.834278
NC_003791.1	NC_003622.1	20.760273	69.132832
NC_003792.2	NC_043448.1	18.770088	65.830234
NC_003793.1	NC_009987.1	95.623069	89.412092
NC_003794.1	NC_055546.1	34.244050	65.944894
NC_003795.1	NC_004012.1	69.180254	69.844448
NC_003797.1	NC_012698.2	15.233869	67.765466
NC_003798.1	NC_018451.1	9.876543	87.879000
NC_003799.1	NC_003549.1	30.690537	67.288799
NC_003800.1	NC_003495.1	20.542636	69.796433
NC_003801.1	NC_003884.1	46.889547	65.058387
NC_003802.1	NC_021099.1	8.023572	71.751169
NC_003803.1	NC_011583.1	100.000000	87.950000
NC_003804.1	NC_011584.1	100.000000	91.442000
NC_003805.1	NC_002036.1	66.161096	68.411077
NC_003806.1	NC_003756.1	99.974200	83.860000
NC_003807.1	NC_003775.1	99.930987	83.471000
NC_003808.1	NC_009537.1	99.912765	80.470000
NC_003809.1	NC_011809.1	100.000000	78.603000
NC_003810.1	NC_011807.1	96.580087	76.132000
NC_003811.1	NC_003805.1	9.753567	90.395199
NC_003812.1	NC_078222.1	98.208955	98.176000
NC_003813.1	NC_078220.1	99.300699	87.354000
NC_003814.1	NC_003558.1	94.716243	79.158000
NC_003815.1	NC_078221.1	97.073663	98.342000
NC_003816.1	NC_078216.1	99.201597	99.095000
NC_003817.1	NC_078219.1	99.198397	99.092000
NC_003818.1	NC_003640.1	88.692232	74.286000
NC_003819.1	NC_078217.1	94.534413	97.756000
NC_003820.1	NC_001441.1	34.080411	66.801897
NC_003821.3	NC_001600.1	78.268377	69.946415
NC_003822.1	NC_022131.1	98.062016	75.468344
NC_003823.1	NA	NA	NA
NC_003824.1	NC_027701.1	99.505057	79.862000
NC_003825.1	NC_010812.1	47.990213	68.389549
NC_003826.1	NC_076231.1	7.542579	75.806000
NC_003828.1	NC_005031.1	100.000000	74.294000
NC_003830.1	NC_015487.1	100.000000	85.386000
NC_003831.1	NC_008056.1	98.875533	81.345658
NC_003832.1	NC_003614.1	100.000000	81.141000
NC_003833.1	NC_003548.1	100.000000	76.945000
NC_003834.1	NC_039074.1	98.505435	80.176444
NC_003835.1	NC_011807.1	95.962315	67.471000
NC_003836.1	NC_012136.1	96.772842	79.243875
NC_003837.1	NC_012134.1	99.442815	71.587000
NC_003838.1	NC_012135.1	64.476252	70.667533
NC_003839.2	NC_003840.1	33.447944	95.841672
NC_003840.1	NC_079039.1	54.248843	66.791224
NC_003841.1	NC_008303.1	100.000000	76.904000
NC_003842.1	NC_005849.1	78.844839	72.628436
NC_003843.1	NC_003619.1	76.627051	79.423943
NC_003844.1	NC_011553.1	93.669436	71.191000
NC_003845.1	NC_008706.1	100.000000	68.930000
NC_003847.1	NC_047815.1	5.326877	79.545000
NC_003848.1	NC_021308.1	2.683363	90.323000
NC_003849.1	NC_004322.1	89.409269	72.787454
NC_003850.1	NC_003906.1	100.000000	92.042000
NC_003851.1	NC_051648.1	10.824742	80.952000
